TF,Target,Label
IRF8,IRF6,1
MYC,MIR17HG,1
ETS1,TLR4,1
MAML3,MYC,1
NFAT5,BCL2,1
MCM4,FIGNL1,1
IRF7,IGTP,1
MCM6,CDC7,1
EGR1,OCRL,1
MYC,AMPD2,1
IKZF1,EZR,1
REL,NFKBIA,1
MCM2,SLBP,1
MCM6,KIF20B,1
JUN,ICA1,1
MCM4,MCM6,1
IKZF1,ABLIM1,1
MCM4,TIPIN,1
MYCN,SLC29A1,1
HIST1H1C,NASP,1
JUN,NOTCH1,1
IKZF1,NOTCH1,1
REL,BIRC3,1
IRF7,IRF8,1
MCM2,POLA2,1
ESR1,CASP12,1
EGR1,MYC,1
GATA2,TMEM14C,1
MCM4,ORC6,1
MECOM,KCNK5,1
MCM7,CKAP2,1
MYCN,HEXA,1
MYCN,CBX7,1
MCM6,MSH6,1
NFKB1,TBXA2R,1
RUNX2,BIRC5,1
MYC,H2-DMA,1
MEF2A,S1PR1,1
NFKBIA,NFKB1,1
HOXA9,IL1R1,1
JUN,CTSL,1
RUNX2,PTTG1IP,1
ETS1,PAFAH1B2,1
MECOM,TMEM123,1
JUN,NFATC1,1
NOTCH1,SPI1,1
JUN,ALDH1A1,1
MCM4,PRIM2,1
MYCN,RCC1,1
MYCN,ACOX1,1
IRF6,IRF8,1
IRF8,PML,1
MCM2,RRM2,1
MYC,CAD,1
GATA2,SPI1,1
JUN,ATP10A,1
MYCN,RHOF,1
NFATC1,RUNX2,1
CLOCK,ARNTL,1
CENPK,KIF23,1
MCM2,UHRF1,1
MEF2A,SATB1,1
SPI1,PTPRC,1
HOXA9,ARNTL,1
MYCN,MCM2,1
ETS1,DNTT,1
ESR1,JUN,1
MCM7,MKI67,1
MYCN,AMPD2,1
ESR1,IER2,1
GATA2,ZDHHC17,1
MCM4,TYMS,1
MECOM,IDH1,1
MYC,STRAP,1
NDN,MYC,1
ETS1,PF4,1
MYCN,ICAM1,1
EGR1,HSPA1A,1
EGR1,TUBB4B,1
JUN,KIF17,1
MEF2A,PTP4A3,1
MCM4,DNAJC9,1
RBL2,CCND3,1
MCM2,AURKB,1
SPI1,IGHM,1
MYCN,FAM76B,1
MCM7,MSH6,1
MYC,CCND3,1
IRF7,RTP4,1
MCM2,POLD1,1
CENPK,PRIM1,1
NFKB1,ADORA2A,1
MCM2,CDT1,1
GATA2,CRIP1,1
MEF2A,UMPS,1
MYCN,BUB1B,1
JUN,PDGFRB,1
JUN,TXNL1,1
MYC,SUGP2,1
MCM6,RRM2,1
EGR1,CBX5,1
NFKB1,MMP2,1
MYCN,TAF12,1
MYCN,DUSP2,1
MYCN,NUDT19,1
MYCN,TNPO1,1
MCM2,CDCA5,1
MEF2A,MAN1A,1
MCM6,UHRF1,1
NFKB1,TLR4,1
IRF7,OASL1,1
JUN,EGR1,1
REL,NFKB1,1
MCM7,SLBP,1
IKZF1,EGR1,1
MCM2,CKAP2,1
EGR1,USP11,1
MEF2A,TIMP2,1
MYC,TIMM50,1
NDN,HCFC1,1
MYC,EFTUD2,1
NFATC1,GLRX5,1
NDN,MAGED1,1
MEF2A,CBX5,1
JUN,ESR1,1
MCM4,CKS1B,1
MYC,EIF3A,1
RUNX2,CBFB,1
MYC,NFAT5,1
REL,ICAM1,1
GATA2,OSGIN1,1
ETS1,RUNX2,1
IKZF1,NCAPD2,1
MCM6,FIGNL1,1
NFKB1,PLIN2,1
MCM6,POLD1,1
HIST1H1C,BUB1B,1
IRF6,PML,1
MCM4,BIRC5,1
ETS1,SELL,1
MCM4,TOP2A,1
MYCN,NT5C3,1
MYCN,CDK1,1
EGR1,SOCS2,1
EGR1,CTSL,1
JUN,HCFC1,1
MCM7,RPA2,1
JUN,SLC2A1,1
SPI1,NFKB1,1
MECOM,PDE4B,1
MYCN,DDX39,1
MCM6,CDCA5,1
MCM2,MKI67,1
MYCN,RGS19,1
MCM4,KIF23,1
JUN,OBSCN,1
MYC,MAML3,1
MCM7,UHRF1,1
MCM4,MCM2,1
MYC,ITPK1,1
MECOM,CAV2,1
TRPS1,RUNX2,1
JUN,TUBB4B,1
SPI1,FLT3,1
IKZF1,TUBB4B,1
IRF8,JAK1,1
IRF8,SPI1,1
NFATC1,PAG1,1
MCM4,ATAD2,1
REL,CD74,1
NFKBIA,PRMT2,1
JUN,SLC22A18,1
ESR1,VEGFC,1
IRF7,UBA7,1
MECOM,IL7R,1
MECOM,GNG11,1
EGR1,CDK17,1
MYCN,TIMM50,1
HDAC7,MEF2C,1
MYCN,EFTUD2,1
MCM7,CCNA2,1
NFKB1,BIRC3,1
MCM7,FIGNL1,1
MCM4,PRIM1,1
MCM4,LIG1,1
NFATC1,USP3,1
MCM4,BUB1B,1
JUN,ICAM1,1
MCM4,KIF22,1
RBL2,RAD51,1
XPC,POLD1,1
GATA2,HLF,1
CBFB,RUNX2,1
HOXA9,EIF2S1,1
MED16,PML,1
MYCN,KCNK5,1
REL,NCF1,1
JUN,MTCH2,1
REL,FKBP9,1
MCM4,CKS2,1
MECOM,PTPRC,1
MCM6,MKI67,1
JUN,CCNA2,1
MCM7,ORC6,1
MYCN,CD63,1
NFKB1,VEGFC,1
MEF2A,ZBTB20,1
JUN,DUSP2,1
MYC,MMP2,1
PGR,PIK3R1,1
MYC,UHRF1,1
HDAC7,CBX5,1
MYCN,ZFP62,1
CENPK,BIRC5,1
IKZF1,DENND2D,1
HOXA9,EXOC6B,1
MYC,2810468N07RIK,1
MCM7,PRIM2,1
MCM2,RPA2,1
MYC,EZR,1
NDN,RNF114,1
IRF8,OASL1,1
HOXA9,RBM18,1
MEF2A,PDE7A,1
MECOM,SATB1,1
HOXA9,SYK,1
CBX7,PHC1,1
RBL2,CCNA2,1
MYC,PRDM16,1
MYCN,PA2G4,1
MCM7,TK1,1
JUN,CPNE8,1
EGR1,HCFC1,1
MCM4,MCM7,1
SPI1,ELF1,1
REL,HSD3B7,1
GATA2,B4GALT4,1
ESR1,PTGS1,1
EGR1,KLF6,1
GATA2,RNF122,1
MYCN,MIR17HG,1
GATA2,ZFR,1
NFKBIA,REL,1
EGR1,PIK3R1,1
EGR1,BIRC5,1
EGR1,CEP70,1
HOXA9,FLT3,1
MECOM,GP9,1
MYC,UNC93B1,1
MYC,CTSL,1
NFKB1,IL1R1,1
MCM4,PCNA,1
MCM6,TOP2A,1
MYC,TFRC,1
MCM7,DNAJC9,1
JUN,APP,1
MCM2,FIGNL1,1
HOXA9,CYTH3,1
JUN,IRF6,1
MCM4,CDC7,1
MCM6,RPA2,1
ESR1,NDRG2,1
SPI1,TEC,1
MYC,SPNS2,1
ESR1,NOTCH1,1
JUN,RAB27B,1
NFKB1,PTGS1,1
ESR1,PRR5,1
ETS1,MEF2A,1
MCM2,MCM6,1
MCM2,TIPIN,1
MYCN,UHRF1,1
MAML3,NOTCH1,1
ETS1,PSEN1,1
MYCN,IER2,1
MYCN,TXN2,1
JUN,ITGA5,1
MCM6,KIF23,1
HOXA9,H2AFX,1
MYC,DNTT,1
MCM2,ORC6,1
JUN,BAZ2B,1
MYCN,ZNRF2,1
HCFC1,NDN,1
MECOM,FHL1,1
MYC,NFKBIA,1
HOXA9,TXNDC11,1
ESR1,NUDT19,1
EGR1,ICAM1,1
ESR1,NEAT1,1
JUN,PDE7A,1
ARNTL,CLOCK,1
MECOM,MGAT1,1
MYCN,PGM2L1,1
GATA2,DNAJC9,1
GATA2,BAZ2B,1
EGR1,REL,1
MYCN,CAD,1
REL,MIR17HG,1
MYC,FGFR1OP,1
MYCN,AURKB,1
MYC,CDCA8,1
ARNTL,HLF,1
MCM6,CCNA2,1
EGR1,9530082P21RIK,1
EGR1,H2-DMA,1
MEF2A,LAX1,1
JUN,PEA15A,1
GATA2,TEK,1
MCM7,TOP2A,1
IRF6,OASL1,1
REL,SDC4,1
MCM2,MCM4,1
MCM2,TK1,1
MED16,CCND3,1
MEF2A,CDC6,1
EGR1,MECOM,1
JUN,ABCF3,1
MYCN,STRAP,1
MCM4,SLBP,1
RBL2,CDK6,1
ETS1,CKS1B,1
ESR1,PHF5A,1
MYC,CDK6,1
MECOM,ERP29,1
MYCN,CTSF,1
IRF7,TLR7,1
MYCN,CKAP2,1
MCM6,ORC6,1
MCM4,POLA2,1
MEF2A,TRPS1,1
NFATC1,TMEM14C,1
MED16,CDK19,1
EGR1,ASB13,1
MEF2A,PITPNC1,1
MCM2,TYMS,1
GATA2,CCNG2,1
EGR1,PLEKHA1,1
EGR1,THBS1,1
MYCN,SUGP2,1
MYCN,BTK,1
MECOM,FUT8,1
RBL2,RUNX2,1
MEF2A,CFP,1
MEF2A,CCL3,1
HOXA9,ITGA5,1
PBX1,HOXA9,1
NFATC1,GATA2,1
JUN,TMEM33,1
IKZF1,BCL2,1
EGR1,BLVRB,1
NOTCH1,NFKB1,1
MCM6,PRIM2,1
MECOM,FILIP1L,1
MCM6,CDK1,1
XRCC6,PCNA,1
KLF10,MYCN,1
PML,IRF7,1
REL,IL12A,1
IRF7,H2-AA,1
MYCN,CPXM1,1
EGR1,HSPH1,1
MCM7,BUB1B,1
REL,SEPT8,1
JUN,PPP1R15A,1
MCM7,KIF22,1
JUN,BTG2,1
RBL2,BIRC5,1
MYCN,FGFR1OP,1
MYCN,ZFP53,1
MYCN,EIF3A,1
EGR1,FRMD6,1
RBL2,TOP2A,1
MCM4,UHRF1,1
MYCN,HAT1,1
REL,JAK1,1
HOXA9,ANGPT1,1
MCM7,MCM6,1
MYC,OBSCN,1
IRF7,ICAM1,1
MYC,NUP93,1
MEF2A,SMARCA2,1
MCM7,CKS2,1
MYCN,PRDM5,1
PA2G4,PNO1,1
MYCN,CHRNB1,1
MCM6,TYMS,1
MCM2,CKS1B,1
MYCN,SC5D,1
JUN,MMP2,1
MEF2A,PREP,1
ETS1,MMP2,1
MEF2C,SOCS2,1
MYC,TIMP2,1
MYC,GMIP,1
HOXA9,DACH1,1
MYC,CBX5,1
MECOM,WLS,1
MCM2,BIRC5,1
MCM2,TOP2A,1
MCM4,POLD1,1
MCM4,CDT1,1
EGR1,SLC37A1,1
MCM7,CDC45,1
JUN,CCL3,1
NFKB1,PLA2G4A,1
IRF7,LGALS3BP,1
MCM5,CDC45,1
MYC,FLT3,1
JUN,KRT18,1
ETS1,KRT18,1
HLF,GATA2,1
MCM7,CDK1,1
ESR1,PIK3R1,1
SPI1,NCF1,1
MYCN,ELOVL6,1
JUN,VDR,1
REL,EFTUD2,1
MYC,NOTCH1,1
MCM4,CDCA5,1
PA2G4,NHP2,1
ETS1,GATA2,1
NFKB1,DUSP1,1
JUN,PLIN2,1
REL,NFAT5,1
MEF2A,EIF3A,1
MEF2A,WDFY3,1
MECOM,RUNX2,1
MYCN,PTP4A3,1
NFKBIA,HOXA9,1
EGR1,LTB,1
NFKB1,SLC2A1,1
MYC,TAF12,1
MYC,TNPO1,1
MCM6,CKS1B,1
ESR1,KCTD12,1
MCM2,ATAD2,1
JUN,SMARCA2,1
HDAC7,H2AFX,1
JUN,SPI1,1
MYCN,GLB1,1
MYCN,NUP93,1
NFKB1,BIRC5,1
MYC,SOCS2,1
MCM7,PCNA,1
MECOM,KLF6,1
MECOM,PYGL,1
NDN,ITGB5,1
MCM6,BIRC5,1
JUN,LY9,1
MCM2,PRIM1,1
MCM2,LIG1,1
GATA2,HDAC7,1
MYC,TMEM246,1
ELF1,DNTT,1
MCM2,KIF22,1
MECOM,INPP5K,1
IRF6,IRF7,1
IRF7,IRF6,1
BTG2,IER2,1
MYCN,TRP53INP1,1
MECOM,MYCT1,1
MCM2,H2AFX,1
MYCN,CBX5,1
MEF2A,CASP12,1
RBL2,CDK1,1
IKZF1,GM7694,1
REL,PDLIM5,1
MYC,SLC31A2,1
MYCN,PRODH,1
MCM6,MCM2,1
NFKB1,MOGS,1
SATB1,SPI1,1
MYC,ASNS,1
MYCN,EZR,1
JUN,EFTUD2,1
MYCN,TOMM70A,1
MEF2C,RUNX2,1
PML,H2-AA,1
PML,CD44,1
MYCN,ENPP5,1
MYC,TRMT6,1
MCM6,ATAD2,1
MECOM,TMEM65,1
ESR1,PGR,1
NFKB1,SDC4,1
IKZF1,SLC43A2,1
IRF8,H2-AA,1
MCM7,CKS1B,1
IRF8,CD44,1
MCM2,CDC45,1
MYC,EIF1AD,1
MCM7,CENPA,1
ESR1,APOE,1
EGR1,JUN,1
JUN,RAB37,1
NOTCH1,RUNX2,1
MCM6,LIG1,1
RORA,ARNTL,1
PBX1,PLPPR3,0
NFKB1,PGLYRP2,0
NFATC1,TIMP2,0
NFAT5,APP,0
NOTCH1,PKIB,0
NFAT5,TNFRSF13B,0
PRDM16,GM20559,0
XPC,GLB1,0
IKZF1,IMPACT,0
NFATC1,AP1S2,0
TAF12,ANXA5,0
IRF8,LYZ2,0
CTR9,ITGB7,0
VEZF1,PRR5,0
RAD51,UHRF1,0
CBFB,IGKV14-126,0
NFKBIA,IL7R,0
MYCN,PLBD2,0
CTR9,ULK1,0
GFI1B,HAAO,0
HNF4A,TRPC6,0
RBL2,MYO1F,0
HIST1H1C,PCLAF,0
MCM2,PARVG,0
PRDM16,TRIM16,0
RPS6KA5,SNN,0
CBFB,CDK19,0
IRF7,PARD3B,0
ZBTB20,FES,0
TCF19,SATB1,0
IRF6,EPB41L3,0
PRDM5,STXBP4,0
VDR,TMEM176A,0
TCF19,ITPK1,0
SATB1,ZMIZ1,0
ARNTL,CKS2,0
XRCC6,SUGP2,0
NFKB1,NEURL3,0
HIST1H1C,ZFP467,0
NFKBIA,PTPRC,0
NFATC1,HELLS,0
MCM4,CSGALNACT1,0
HLF,GAS2L3,0
RORA,CDCA5,0
TTF2,CDCA4,0
KLF3,B4GALT4,0
TSC22D3,TOMM70A,0
ESR1,VAV3,0
MCM5,GM8113,0
MCM2,TRIM16,0
MCM2,SLC2A3,0
ZBTB20,RNF125,0
MCM4,GM45837,0
MCM6,CD68,0
TLR4,ESR1,0
IRF7,GM4951,0
ELF1,TESPA1,0
HLF,HOXA9,0
PRDM5,RBM18,0
IKZF1,SCARF1,0
PA2G4,TRP53BP2,0
ZBTB38,CD74,0
CBX7,GM20342,0
NFATC1,ICE1,0
REL,RAI14,0
MAML3,CDC7,0
KLF10,RBBP9,0
MAML3,TIMM50,0
IRF6,GPSM1,0
MCM2,COL4A1,0
NFATC1,SLFN8,0
SLA2,SEPT6,0
CTR9,QARS,0
DACH1,PEA15A,0
NDN,ASAH1,0
SMARCA2,STXBP1,0
ZFP467,BC035044,0
CENPK,FGD5,0
HOXA9,OASL1,0
SATB1,CDCA3,0
DACH1,SLC44A2,0
TRIB3,IMPACT,0
TLR4,PLAC8,0
ZFP467,CLDN12,0
IRF8,FKBP9,0
CLOCK,LTB,0
GATA2,LGALS9,0
TTF2,TRPC6,0
HDAC11,IL17RE,0
ELF1,EPB41L4B,0
ZBTB38,RBPMS,0
PHC1,FNDC3A,0
CENPK,IL4RA,0
HCFC1,CTNNAL1,0
TLR4,GM8995,0
RUNX2,UBE2E2,0
HCFC1,NDEL1,0
HNF4A,FCHO2,0
PBX1,ZBTB38,0
PML,TSC22D3,0
EGR1,YOD1,0
HOXA9,CASP12,0
RBL2,CD52,0
PA2G4,MAP3K2,0
PRDM16,SEMA3D,0
GFI1B,1700017B05RIK,0
ELF1,BUB1B,0
EYA2,IFI27,0
XPC,NFAM1,0
MCM7,SNAP23,0
PBX1,ORC6,0
RPS6KA5,STOM,0
MCM7,TRIM35,0
NDN,CTSF,0
ZBTB38,PSEN1,0
NFAT5,GGT5,0
NDN,LDLR,0
SLA2,IFI27L2A,0
NFKBIA,TOP2A,0
TCF19,FAM111A,0
ELF1,NWD1,0
TLE2,TEX10,0
XRCC6,SLC39A6,0
EYA2,ATP8B4,0
RBL2,CENPK,0
HLF,RAI14,0
MECOM,SLC29A1,0
NFATC1,UPP1,0
PA2G4,SELENOP,0
PGR,BDH2,0
ELF1,SOCS2,0
MCM4,SNN,0
HIST1H1C,IFI203,0
NFKB1,MAD2L1,0
JUN,FGD2,0
ZBTB38,NDEL1,0
HOXA9,VIPR2,0
IRF6,IGHV1-81,0
CLOCK,BTBD3,0
ZFP467,GBP4,0
EGR1,CDCA3,0
TRIB3,WFDC2,0
MCM6,SGCE,0
TTF2,TFEC,0
HDAC7,ALS2CL,0
IRF6,NKG7,0
VDR,NDRG2,0
XRCC6,RMND5B,0
XPC,MGAT5,0
JUN,PPM1G,0
PML,MAML3,0
HNF4A,CTTN,0
TAF12,CASP2,0
CTR9,CTSF,0
CENPK,AP1S2,0
ZBTB20,UAP1L1,0
HNF4A,ACSS1,0
RPS6KA5,SLA,0
HLF,CDK17,0
HNF4A,ENG,0
RORA,FNDC3A,0
SLA2,EPB41L3,0
RAD51,SPTBN1,0
EGR1,ABCD3,0
HIST1H1C,TRPV2,0
NFATC1,PGRMC1,0
NFATC1,ANXA2,0
NFATC1,DACH1,0
PRDM16,SMARCA2,0
PRDM5,CD53,0
IRF8,POLA2,0
NFKBIA,NEAT1,0
TLE2,NDRG3,0
DACH1,POLD1,0
HLF,PAQR7,0
PGR,H2-OB,0
PHC1,CDK1,0
CENPK,H2-OB,0
TRPS1,LPCAT2,0
PHC1,PGM1,0
BTG2,NSMF,0
PRDM16,SUGP2,0
HIST1H1C,GBP8,0
DACH1,MAMDC2,0
IRF8,TMEM65,0
TRIB3,CASP2,0
TSC22D3,ZC2HC1A,0
GFI1B,PRIM1,0
MAML3,SLC26A11,0
CBFB,TFRC,0
SLA2,LCK,0
GFI1B,TSPAN3,0
HDAC11,WFDC2,0
NOTCH1,SLC43A3,0
NFKBIA,DPP4,0
MYC,RASA4,0
DACH1,B4GALT6,0
XPC,ART4,0
CBX7,RGS19,0
ZBTB38,CTSH,0
HIST1H1C,ADAM17,0
CLOCK,TMEM206,0
BTG2,SFXN1,0
RAD51,KNSTRN,0
XRCC6,SNN,0
SMARCA2,WFDC18,0
H1F0,BCLAF3,0
MED16,SLC12A2,0
IRF7,MAP4K2,0
HOXA9,TMEM206,0
HNF4A,IL1R1,0
PA2G4,GLB1,0
ZBTB20,GSTM1,0
PHC1,NDOR1,0
KLF3,IRF8,0
ZBTB38,MICAL1,0
ESR1,TGM2,0
RUNX2,INSL6,0
MEF2A,NOTCH1,0
RORA,NCKAP1L,0
PGR,LONP2,0
SMARCA2,SIGLECG,0
IRF8,CAD,0
RUNX2,IGKV14-126,0
XRCC6,MGST2,0
NFKBIA,SDC1,0
SATB1,RBL2,0
MYCN,WFDC17,0
CENPK,ZBTB20,0
SPI1,TRP53INP1,0
HLF,P2RY14,0
KLF6,SEMA3D,0
IKZF1,RCC1,0
RAI14,PTPRE,0
CENPK,4833439L19RIK,0
MYC,MAP4K2,0
EYA2,MTCH2,0
RAI14,KIF17,0
CBX7,PML,0
JUN,ZFP949,0
KLF3,NCF1,0
MEF2A,CTSL,0
DACH1,COL4A1,0
SATB1,DCAF4,0
TCF19,RCC1,0
TTF2,CD200R1,0
PRDM5,ZFP367,0
MED16,FGGY,0
HCFC1,ME2,0
H1F0,SLFN2,0
RAD51,ABHD4,0
BTG2,POMGNT2,0
DACH1,MYOF,0
CTR9,RAD51,0
PA2G4,FAM111A,0
KLF3,DENND1C,0
VDR,FRRS1,0
IRF8,CCND3,0
ARNTL,TFRC,0
KLF6,PIK3CG,0
ETS1,CD44,0
SLA2,TMEM246,0
GATA2,PDZK1IP1,0
GFI1B,ADGRG3,0
MEF2A,CSAD,0
HLF,ATAD2,0
NFAT5,PPT1,0
TCF19,PDK3,0
H1F0,SH2D5,0
RAI14,GIMAP1OS,0
IRF7,CCRL2,0
EGR1,IRF6,0
SPI1,CORO7,0
ARNTL,SFXN1,0
RBL2,IL1R1,0
GATA2,MYCN,0
PML,RASSF2,0
NDN,CD69,0
XRCC6,RAD51AP1,0
SPI1,CD69,0
HLF,IFI213,0
MECOM,RGS2,0
JUN,WBP1L,0
HOXA9,PDLIM5,0
VDR,MED16,0
CLOCK,CBX7,0
TLR4,BC005561,0
MCM7,MINDY1,0
TSC22D3,PWWP3A,0
PA2G4,RHOH,0
CLOCK,FES,0
NFKB1,PLXDC2,0
ZBTB20,VDR,0
IKZF1,MAN2A2,0
ETS1,PIK3CG,0
RPS6KA5,GPRASP2,0
SPI1,RNF122,0
CLOCK,INPP5K,0
H1F0,GM1966,0
PRDM5,CAMK1D,0
PHC1,ELOVL5,0
DACH1,ABCD3,0
H1F0,TRIM47,0
CTR9,PLCB2,0
CLOCK,GYPC,0
MECOM,VAV1,0
CTR9,GSTM5,0
NFKB1,STOM,0
PRDM16,2810468N07RIK,0
MCM7,TMEM206,0
MCM4,IIGP1,0
GATA2,SMIM15,0
TSC22D3,SLC12A6,0
KLF3,HACD4,0
ELF1,NDST2,0
CENPK,ARHGEF39,0
NFATC1,RAB37,0
IKZF1,DTL,0
ARNTL,MYOF,0
PGR,ARRDC4,0
IRF6,IL12A,0
GFI1B,PTTG1IP,0
MEF2C,SESN1,0
VDR,RNASE6,0
TSC22D3,TRIM16,0
ETS1,IIGP1,0
MCM5,HDAC11,0
NFKBIA,CDC6,0
TCF19,THBS1,0
IKZF1,CD68,0
ZBTB38,PBX1,0
PBX1,USP42,0
GATA2,PPM1G,0
NFATC1,TBXA2R,0
HOXA9,LAX1,0
CLOCK,CDC6,0
MLLT3,ACAP1,0
IRF8,SLBP,0
ETS1,SMPDL3A,0
MAML3,SLA,0
TTF2,SULT1A1,0
XRCC6,STK17B,0
MEF2C,PHF8,0
HOXA9,DOCK10,0
SMARCA2,RASSF2,0
BTG2,FAM76B,0
ESR1,AFDN,0
TSC22D3,CD63,0
NOTCH1,ABCG2,0
RUNX2,FHL1,0
HIST1H1C,SERPINA3G,0
TRIB3,BUB1B,0
MEF2C,LYN,0
REL,ACSS2,0
ZFP467,CD34,0
XRCC6,CDC6,0
BTG2,INSIG1,0
MLLT3,TMOD3,0
RAI14,PRR5,0
KLF6,ENG,0
HDAC7,ATP8B4,0
RAI14,FIGNL1,0
MEF2C,SYTL4,0
HDAC7,CDK1,0
PA2G4,GORASP1,0
PGR,CCNB2,0
MAML3,NAPSA,0
TSC22D3,INPP5K,0
PGR,CAD,0
PGR,ALS2CL,0
HDAC7,MILR1,0
HLF,GM28875,0
MCM2,IFI27,0
ELF1,EPSTI1,0
KLF3,RCN2,0
MCM4,RGCC,0
JUN,MYO1F,0
ETS1,ANXA5,0
SATB1,GPR65,0
PBX1,CENPA,0
ZBTB20,RMND5A,0
MEF2A,ARRDC4,0
SLA2,ITPR2,0
MYC,OAS2,0
MLLT3,CPXM1,0
NFAT5,ANO10,0
TSC22D3,GALM,0
XRCC6,CD74,0
XPC,LHCGR,0
MECOM,TCIRG1,0
MEF2A,GBP9,0
JUN,SLC44A2,0
PBX1,SLC39A6,0
CLOCK,ITGAL,0
CBX7,SERPINB6A,0
HDAC7,FGD5,0
TLE2,WFDC2,0
HLF,WFDC18,0
JUN,CKS1B,0
MYC,MYO1G,0
MED16,IRGM2,0
H1F0,GBP2,0
MCM2,ITGAL,0
RAI14,ATP13A2,0
IRF7,STXBP4,0
NFATC1,EVI2A,0
RAD51,IGTP,0
CBFB,NUP88,0
MEF2A,KIF22,0
PA2G4,RNF38,0
DACH1,PACSIN2,0
PML,ZBTB38,0
ZBTB20,ADGRL4,0
RORA,METTL7A1,0
CENPK,TMEM268,0
NFKBIA,IL15RA,0
TCF19,CDCA4,0
TLR4,RAB37,0
TCF19,KCTD20,0
RPS6KA5,CCND3,0
CBX7,CHRNB1,0
TCF19,PBX1,0
MCM5,ZFP367,0
CBFB,FECH,0
IRF6,GM10384,0
DACH1,UPP1,0
PGR,RASSF2,0
TCF19,PARD3B,0
KLF10,FLNA,0
H1F0,NAV1,0
SMARCA2,COL4A2,0
MCM5,MOGS,0
PRDM5,MPZL1,0
PML,IFI27,0
XPC,EYA2,0
REL,TSPAN14,0
PGR,RTP4,0
SMARCA2,FLNA,0
BTG2,ECE1,0
XRCC6,SNX30,0
MEF2A,PLEK,0
MECOM,MC5R,0
KLF6,ROBO4,0
HNF4A,KIF22,0
VEZF1,BC016579,0
MEF2C,ENPP5,0
HIST1H1C,HDAC7,0
VEZF1,ESAM,0
RAD51,DOK2,0
TSC22D3,PLEKHA1,0
MCM6,GPR65,0
MCM7,DOCK11,0
PML,SMPDL3A,0
HOXA9,PEA15A,0
HNF4A,PLXNC1,0
CENPK,RGCC,0
SMARCA2,EZR,0
SLA2,PGM1,0
TRIB3,SLC44A2,0
IRF6,GM45837,0
MED16,RMND5A,0
RAD51,PREP,0
RAI14,PLIN3,0
NFATC1,TGM2,0
PRDM5,MPRIP,0
H1F0,CD274,0
RORA,GIMAP1,0
BTG2,ANXA2,0
CBX7,RNF213,0
IRF7,TSPAN3,0
TLR4,CSGALNACT1,0
MEF2A,C130089K02RIK,0
IRF6,PRODH,0
SLA2,GPR160,0
MECOM,PLXDC2,0
MECOM,FGD5,0
REL,DDX4,0
MCM7,LDHB,0
ELF1,TCIRG1,0
SLA2,TGM2,0
HDAC7,TTF2,0
MCM4,JAM3,0
EYA2,CAV2,0
HDAC7,TREML2,0
TSC22D3,FECH,0
HIST1H1C,ABI1,0
MECOM,PTGER4,0
IRF6,PRR5,0
CENPK,CD200R1,0
IRF8,GIMAP1OS,0
XPC,SH2D3C,0
PGR,FUT7,0
TAF12,9530082P21RIK,0
NDN,CCND3,0
SPI1,LONP2,0
HNF4A,HSPH1,0
TLE2,SLC43A2,0
MCM6,FRRS1,0
TRIB3,GALM,0
DACH1,GMIP,0
CTR9,PGR,0
ZBTB20,BC016579,0
KLF6,TBXAS1,0
MCM7,RGS19,0
TLR4,NDN,0
NOTCH1,NT5C3,0
PRDM5,FSTL1,0
TAF12,PGR,0
NOTCH1,CDK1,0
VEZF1,IL10RA,0
