TF,Target,Label
MCM4,PRIM1,1
MCM4,LIG1,1
EYA2,H2AFX,1
MCM4,BUB1B,1
IRF7,TLR4,1
JUN,ICAM1,1
XPC,POLD1,1
CBFB,RUNX2,1
PBX1,H2AFX,1
MCM7,TIPIN,1
CENPK,ECT2,1
PA2G4,PRKCD,1
ESR1,OTUB2,1
HMGB2,CDK1,1
MCM6,MKI67,1
MCM7,ORC6,1
ARNTL,EPAS1,1
TLR4,CD44,1
MCM5,CDCA5,1
RAD51,CDCA8,1
MLLT3,HOXA9,1
BTG2,KLF6,1
PGR,PIK3R1,1
FOXO1,MAPK11,1
TCF19,BUB1B,1
TLR4,ICAM1,1
MCM2,RAD51,1
CENPK,BIRC5,1
REL,PSMC4,1
SMARCA2,CBFB,1
MCM4,CDC45,1
MCM7,PRIM2,1
SPI1,TYROBP,1
MCM5,PRIM2,1
PGR,MAPK12,1
HNF4A,FOXO1,1
NR3C2,HSPA1A,1
MIS18BP1,CDK1,1
MCM4,CDK1,1
ID1,THBS1,1
CBX7,PHC1,1
EGR1,DUSP1,1
RBL2,CCNA2,1
RAD51,RAD51AP1,1
HMGB2,H1F0,1
MCM7,MCM4,1
CENPK,CKAP2L,1
TCF19,CCNB2,1
XRCC6,RPA2,1
PA2G4,TRMT6,1
TLR4,CD86,1
MCM5,TK1,1
NFKBIA,ICAM1,1
MCM4,MCM7,1
RPS6KA5,MAPK12,1
PA2G4,TEX10,1
RAD51,ECT2,1
MCM7,DUT,1
SPI1,CD53,1
DACH1,EYA2,1
NFKBIA,REL,1
MCM5,CDCA8,1
MAPK12,DUSP2,1
MCM5,DUT,1
MEIS1,MLLT3,1
MCM4,GMNN,1
IRF7,IFI27L2A,1
MCM6,TOP2A,1
MCM6,RCC1,1
MCM6,NCAPG2,1
MAPK12,MAPK11,1
MAPK11,DUSP1,1
TSC22D3,DUSP1,1
PHC1,CBFB,1
MCM2,HELLS,1
MCM6,RPA2,1
HMGB2,MAD2L1,1
MCM2,MCM6,1
IRF7,OAS2,1
NFKB1,TIMP2,1
PML,NUP93,1
MEIS1,H2AFX,1
MAML3,NOTCH1,1
MCM5,RAD51AP1,1
MCM6,KIF23,1
CENPK,H2AFX,1
PGR,NR3C2,1
MCM2,ORC6,1
EGR1,ICAM1,1
MCM7,KIF11,1
GFI1B,MEIS1,1
MCM7,NCAPD2,1
MEF2A,MAPK12,1
MIS18BP1,KIF11,1
MCM5,KIF11,1
NFKB1,ICAM1,1
MIS18BP1,ECT2,1
CENPK,CCNB2,1
MCM5,NCAPD2,1
MCM5,CDCA3,1
MCM2,DTL,1
RORA,RORC,1
MYCN,AURKB,1
MCM4,MAD2L1,1
MCM2,PRIM2,1
PA2G4,ANXA2,1
ARNTL,HLF,1
IRF8,IKZF1,1
MCM6,CCNA2,1
MYC,MKI67,1
MCM6,BUB1B,1
CBFB,CDK1,1
MCM7,TOP2A,1
MIS18BP1,BIRC5,1
RAD51,CDC6,1
CBFB,SMARCA2,1
TRIB3,ASNS,1
MCM5,TOP2A,1
GFI1B,GATA2,1
MCM5,RCC1,1
MAPK11,MAPKAPK3,1
MCM2,MCM4,1
RAD51,PRIM1,1
ID1,ETS1,1
RAD51,LIG1,1
RAD51,BUB1B,1
MCM4,SLBP,1
E2F8,CDC6,1
MYC,CDK6,1
MCM5,RPA2,1
JUN,KLF6,1
IRF7,TLR7,1
CBFB,ELF1,1
MCM6,ORC6,1
MCM2,DUT,1
MCM4,POLA2,1
MEIS1,PBX3,1
MED16,CDK19,1
MCM7,KIF23,1
MCM2,TYMS,1
RAD51,H2AFX,1
MCM5,KIF23,1
MCM7,MCM2,1
MYC,ESR1,1
MCM5,MCM2,1
MCM5,UQCRFS1,1
MCM4,DHFR,1
MCM2,DNAJC9,1
PBX1,HOXA9,1
JUN,MAPK12,1
MCM6,PRIM2,1
MAPK11,PGR,1
MCM6,CDK1,1
XPC,USP11,1
KLF6,JUN,1
RAD51,CDC45,1
CENPK,KIF20B,1
MCM4,RRM2,1
MCM5,CDC6,1
CENPK,NDEL1,1
PGR,MKI67,1
PBX1,MEIS1,1
MCM7,PRIM1,1
MCM6,MCM4,1
MCM7,BUB1B,1
NFATC1,SPI1,1
MCM4,AURKA,1
MIS18BP1,BUB1B,1
MCM5,CCNA2,1
HMGB2,AURKB,1
MAPK12,MEF2C,1
MCM5,PRIM1,1
RAD51,CDK1,1
MCM5,BUB1B,1
MCM4,MCM5,1
JUN,BTG2,1
MCM2,KIF11,1
MCM5,HELLS,1
MCM5,KIF22,1
MCM2,NCAPD2,1
NOTCH1,ADAM17,1
MYC,MED16,1
MCM7,MCM6,1
MED16,MYC,1
MCM5,MCM6,1
PA2G4,PNO1,1
MIS18BP1,H2AFX,1
MCM6,TYMS,1
PA2G4,ELANE,1
MAPK11,NCF1,1
SPI1,IRF8,1
NFKB1,PSMC4,1
MCM5,ORC6,1
MAPK11,DUSP5,1
MEIS1,PBX1,1
CENPK,MAD2L1,1
ETS1,JUN,1
MEF2C,MAPK11,1
TCF19,RRM2,1
MEF2C,NFATC1,1
CLOCK,CIPC,1
MYC,CD44,1
SPI1,PLEK,1
RUNX2,ESR1,1
MIS18BP1,AURKB,1
MCM4,AURKB,1
MCM2,BIRC5,1
PA2G4,CTSC,1
MCM2,TOP2A,1
MCM4,POLD1,1
HIST1H1C,H1F0,1
CENPK,CKAP5,1
RAD51,PCNA,1
TCF19,UHRF1,1
MCM4,CDT1,1
MCM7,CDC45,1
MAPK11,MEF2A,1
IRF7,LGALS3BP,1
MCM5,CDC45,1
PA2G4,CTSG,1
MCM7,CDK1,1
ESR1,PIK3R1,1
MAPK12,MAPKAPK3,1
MCM7,PRC1,1
MIS18BP1,PRC1,1
MYC,NOTCH1,1
EPAS1,HIF3A,1
MCM5,PRC1,1
PA2G4,NHP2,1
MCM2,KIF23,1
SPO11,CDC7,1
FOXO1,CDK1,1
ESR1,MAPK12,1
TCF19,AURKB,1
RUNX1T1,SPI1,1
TLR4,PLCG2,1
MEIS1,HOXA9,1
MCM7,TYMS,1
JUN,SPI1,1
IKZF1,SPI1,1
GATA2,CBFB,1
MCM5,TYMS,1
MCM5,GMNN,1
MCM2,CDC6,1
MCM7,PCNA,1
HOXA9,MLLT3,1
MEIS1,GFI1B,1
MAPK12,RPS6KA5,1
RAD51,MAD2L1,1
SPI1,MPO,1
MCM6,BIRC5,1
TCF19,CDCA5,1
MCM2,PRIM1,1
MCM2,BUB1B,1
ESR1,ATAD2,1
CENPK,AURKA,1
CBFB,PHC1,1
MCM2,KIF22,1
BTG2,JUN,1
RUNX1T1,PRKAR2B,1
MYCN,AURKA,1
MCM4,NASP,1
CLOCK,RORA,1
TLR4,SPI1,1
MCM4,NCAPH,1
MCM4,HAT1,1
ETS1,FOXO1,1
MYC,CDK1,1
PA2G4,CREG1,1
NFATC1,MEF2C,1
MIS18BP1,CENPE,1
EGR1,BTG2,1
NR3C2,PGR,1
CENPK,HJURP,1
ESR1,H2AFX,1
PBX3,HOXA9,1
MAPK12,NCF1,1
TLR4,IRF7,1
FOXO1,RUNX2,1
CREB5,JUN,1
ESR1,PGR,1
CBFB,GATA2,1
MCM4,MSH6,1
PA2G4,FUCA2,1
SPI1,CSF2RB,1
RUNX2,TRPS1,1
NFKB1,REL,1
NFKB1,LYZ2,1
MCM2,CDC45,1
FOXO1,SELL,1
MCM6,CDC6,1
EGR1,JUN,1
PBX3,MEIS1,1
NFATC1,SYK,1
MCM6,LIG1,1
RORA,ARNTL,1
MCM6,MCM5,1
THRB,MAML2,0
NUPR1,NCAPG2,0
CD7,MAML3,0
HIF3A,TK1,0
MYCN,CASP2,0
TCF19,CD48,0
LDB2,4833407H14RIK,0
DEK,FRRS1,0
SLA2,RMND5B,0
NFE2,EMID1,0
BTG2,UBASH3A,0
RORA,NDRG2,0
BATF2,EIF1AD,0
BTG2,BCLAF3,0
PBX1,ARL8B,0
APBB1,ELANE,0
RAI14,PGM1,0
RUNX2,DTL,0
TRPS1,CD93,0
ELF1,GCNT1,0
SMARCA2,ITGA6,0
XRCC6,B4GALT6,0
ZBTB38,MPL,0
MEF2C,CERS4,0
PGR,NFKBIA,0
MCM4,GAS2L3,0
MAPK12,BC035044,0
NFKBIA,PTPRE,0
ZBTB20,GM8995,0
ARID3B,GIMAP8,0
XRCC6,8430419K02RIK,0
NFIA,PTGS1,0
EPAS1,HEXA,0
CBX7,STARD4,0
TRIB3,SERPINB6A,0
PBX1,PTGS1,0
ZFP111,PRKCH,0
CREB5,NAGA,0
JUN,SDSL,0
IRF7,GM4951,0
ELL2,MAML2,0
KLF8,MSH6,0
ELL2,OAS2,0
IRF8,SERP1,0
GATA2,ZFP120,0
MIS18BP1,TXN2,0
XRCC6,GIMAP8,0
SMARCA2,MOGS,0
RORA,CYC1,0
SOX6,APLP2,0
GFI1B,CYP51,0
EPOR,CLDN12,0
CLOCK,SH2D5,0
SOX6,UNC93B1,0
HNF4A,EMID1,0
HCFC1,PCNA,0
NFATC1,GUCY1A1,0
NFE2,PSEN1,0
MYCN,ELL2,0
REL,TMOD3,0
PBX3,IGKC,0
RPS6KA5,NECAP2,0
APBB1,THTPA,0
MECOM,EIF1AD,0
NUPR1,PSTPIP1,0
MIS18BP1,ZFP945,0
MCM7,BACE1,0
HDAC11,2610307P16RIK,0
RORC,SLC26A11,0
PML,ELF1,0
TEAD2,UBA7,0
LDB2,RBPMS,0
PBX1,LZTS1,0
PML,UAP1L1,0
MAPK11,LY9,0
KLF3,KAZALD1,0
HLF,PLCG2,0
NUPR1,LPCAT2,0
IKZF1,ZNRF2,0
TCF19,SLA,0
PGR,EPB41L3,0
DACH1,CIPC,0
THRB,LAG3,0
APBB1,SYNRG,0
KLF10,PECAM1,0
TCF19,ARNTL,0
MCM6,SLC2A3,0
MEF2A,EPAS1,0
PBX1,TXNDC11,0
MEF2C,NEURL3,0
PGR,ABCF3,0
CBFB,CD200R1,0
RAI14,HASPIN,0
MED16,CREB5,0
IRF7,CAD,0
GFI1B,OTUB2,0
SOX6,ANO10,0
ELF1,CORO7,0
RAI14,NFIA,0
MIS18BP1,TFRC,0
SLA2,CPXM1,0
TEAD2,PPIC,0
RAD51,STAM2,0
REL,PDIA4,0
MECOM,SLC29A1,0
TEAD2,HEBP1,0
ETS1,TIPIN,0
MEF2A,PDGFRB,0
PA2G4,BTK,0
HLF,ICE1,0
KLF8,MEIS1,0
NFKB1,MBNL3,0
HDAC11,SLC41A3,0
HIF3A,GBP9,0
XPC,RAB11FIP3,0
TRPS1,TXNRD3,0
ID1,CD74,0
NFIA,CPXM1,0
MCM7,DDX4,0
ZFP467,SERPINA3F,0
MCM4,TYROBP,0
GFI1B,ITM2A,0
ZFP111,PRIM1,0
IKZF1,GM19590,0
TEAD2,PLBD2,0
CBFB,GM45837,0
IRF6,IFI27,0
HCFC1,POLA2,0
RUNX1T1,ATP13A2,0
PRDM5,MC5R,0
TSC22D3,GIMAP1OS,0
ZBTB20,EMB,0
TRIB3,CENPK,0
HLF,DNTT,0
RBL2,GBP7,0
HLF,SH2D3C,0
CENPK,CD44,0
NFKBIA,TBC1D10C,0
CBX7,NWD1,0
NFIA,MYO5C,0
PBX1,SLC9A9,0
IRF7,TSC22D3,0
HCFC1,UBE2L6,0
HIST1H1C,SPTBN1,0
LDB2,PIK3R1,0
MLLT3,FCHO2,0
ELL2,ZFP248,0
HIST1H1C,PKD2,0
PGR,LYZ2,0
EYA2,RBL2,0
GFI1B,RUBCNL,0
NUPR1,PKIB,0
EPOR,ST8SIA4,0
HLF,FPGT,0
H1F0,CPQ,0
RUNX1T1,PHF8,0
PRDM5,F2RL3,0
TSC22D3,ZFP111,0
HDAC11,DHFR,0
PRDM5,AP1G2,0
CBX7,PQLC1,0
CENPK,ZKSCAN4,0
MAML3,ST8SIA4,0
NOTCH1,GAA,0
IKZF1,WLS,0
XPC,C1QBP,0
CD7,SYTL4,0
HLF,1700017B05RIK,0
HIF3A,SUOX,0
PHC1,MCM7,0
TCF19,4833439L19RIK,0
MYC,NPDC1,0
TTF2,LGALS1,0
NFKBIA,TSPAN6,0
NAP1L3,LTB,0
MCM7,CDCA3,0
HDAC7,ANO10,0
EPAS1,DEK,0
REL,RUBCNL,0
CBFB,ATP10A,0
AEBP1,PPIC,0
CTR9,WLS,0
NFKB1,TACC3,0
ZFP111,GNG2,0
ESR1,LDLR,0
EGR1,PLCB2,0
NFIA,MED16,0
GFI1B,EMID1,0
MEIS1,TCF19,0
HCFC1,PAG1,0
RAD51,RBBP9,0
JUN,NCAPD2,0
PML,PGM2L1,0
SMARCA2,BIRC5,0
AEBP1,MAP3K2,0
BATF2,CD244A,0
GATA2,RIPOR2,0
HLF,MEF2C,0
E2F8,PLCG2,0
FOXO1,MPZL1,0
NFKBIA,EIF1AD,0
NFKBIA,DUT,0
BATF2,GIMAP8,0
JUN,CBX7,0
SATB1,PRKG1,0
HIF3A,ABI1,0
PBX1,RNF38,0
PA2G4,ITGB2,0
IRF6,ETS1,0
HOXA9,MAML2,0
PML,PAG1,0
ZBTB20,ARHGEF39,0
TLR4,SLFN2,0
NFATC1,PGR,0
NFE2,SPNS2,0
MAPK12,SATB1,0
EPAS1,ART4,0
XRCC6,IL15,0
HOXA9,SDC1,0
ESR1,PRKCQ,0
RORA,ATP2B4,0
RPS6KA5,PACSIN2,0
TLE2,RORA,0
NFKBIA,STARD4,0
TTF2,PPT1,0
EYA2,REL,0
KLF3,SUOX,0
RPS6KA5,RAB27B,0
TAF12,ARL8B,0
MCM6,ESAM,0
FOXO1,TXN2,0
BATF2,CDKN1C,0
PBX3,RNF114,0
ZBTB38,CORO2B,0
HIF3A,MAD2L1,0
PGR,GIMAP8,0
TTF2,NGLY1,0
HMGB2,NEDD9,0
BTG2,RBL2,0
NAP1L3,TRP53BP2,0
TCF19,MAPK12,0
RORA,YBX3,0
HOXA9,PTGER4,0
E2F8,ABHD4,0
FOXO1,DIP2B,0
KLF8,SELPLG,0
MEIS1,HSD3B7,0
NFAT5,CAPG,0
RUNX1T1,ZFP248,0
MIS18BP1,HIF3A,0
HNF4A,ARPP21,0
NR3C2,OTUB2,0
RBL2,GLB1,0
NFE2,EPSTI1,0
EGR1,4833439L19RIK,0
BTG2,NCAPD2,0
HMGB2,GM5111,0
REL,ANXA4,0
RPS6KA5,UBE2E2,0
HOXA9,DUSP1,0
PBX3,GM20559,0
HDAC11,ZMYM3,0
CBFB,CTR9,0
ARID3B,TOP2A,0
CBX7,MIR17HG,0
ZBTB38,F2R,0
NDN,FAM169B,0
NUPR1,HSPH1,0
XPC,DDX39,0
XPC,CTSF,0
ETS1,H2-OB,0
ETS1,GM37124,0
PRDM5,PECAM1,0
MYC,CENPK,0
ELL2,RARB,0
ZBTB20,GATA2,0
XRCC6,TGTP2,0
CLOCK,SQOR,0
RORA,SQLE,0
MIS18BP1,N4BP3,0
MCM5,BC016579,0
VDR,AK1,0
AEBP1,RIPOR2,0
XRCC6,PLAC8,0
EYA2,SUOX,0
CREB5,NCAPD2,0
DACH1,ABCD3,0
MEF2A,GM20559,0
RARB,LGALS1,0
NR3C2,AI504432,0
ANKRD6,IL17RE,0
REL,BAZ2B,0
HCFC1,PLPPR3,0
SPO11,GIMAP5,0
RARB,BIRC3,0
MCM2,TPM4,0
LZTS1,SOX6,0
MAPK11,SLC12A6,0
HMGB2,PSMC4,0
NFKB1,PDE12,0
CBFB,RHOF,0
MEIS1,CERS5,0
MCM5,EPAS1,0
SPO11,FGGY,0
CTR9,GM11346,0
FOXO1,DDX4,0
IKZF1,FILIP1L,0
XPC,PTPRE,0
HIST1H1C,FRRS1,0
ESR1,TIMP2,0
LZTS1,NFE2,0
PRDM5,CCND3,0
TTF2,UNC93B1,0
RAD51,PML,0
ARNTL,CRYZ,0
RORA,MAP4K2,0
XPC,HAT1,0
ZBTB20,HNMT,0
ZFP111,LDB2,0
KLF8,NWD1,0
VEZF1,ITSN1,0
YBX1,SELPLG,0
NFATC1,GSTM1,0
E2F8,ADA,0
RORC,TEK,0
SLA2,KLF6,0
EYA2,CHRNB1,0
RBL2,INKA1,0
TRPS1,THBS1,0
MCM7,IL27RA,0
LZTS1,FNDC3A,0
EYA2,GPRASP1,0
PBX1,SLC29A1,0
E2F8,RCC1,0
SPI1,EPB41L3,0
APBB1,UQCRFS1,0
MCM5,OTUB2,0
TSC22D3,FNDC3A,0
PA2G4,GDF3,0
NFAT5,CSAD,0
MAPK12,ARHGAP15,0
IKZF1,ITGB5,0
HDAC7,TOP3B,0
TLE2,RASAL3,0
EPAS1,HDAC11,0
RUNX1T1,TEAD2,0
EYA2,PBX1,0
CD7,GDF3,0
MCM6,AFDN,0
CD7,GCNT1,0
MCM5,TGFBR1,0
CLOCK,NFAM1,0
NFATC1,LGALS9,0
NFIA,MAP4K2,0
MLLT3,PEAR1,0
SOX18,AMPD2,0
MECOM,ASAH1,0
IRF6,PLSCR4,0
SLA2,GALM,0
MED16,HDAC7,0
NFKB1,NSMF,0
ZFP111,MCTP2,0
PA2G4,PDE1B,0
NUPR1,CD52,0
NFIA,RNF38,0
CD7,ACOX1,0
IRF8,FDFT1,0
RAI14,NT5C3,0
SOX18,PRIM1,0
CTR9,GORASP1,0
YBX1,CCNA2,0
ESR1,ASNS,0
MEF2C,MAGED2,0
CTR9,SLC25A53,0
E2F8,MPL,0
GATA2,TGTP2,0
XRCC6,MCM4,0
PBX1,SDSL,0
LDB2,SLC26A11,0
JUN,CIPC,0
TTF2,ARHGAP18,0
KLF3,SNAP23,0
IRF7,LDHD,0
VDR,TRIM16,0
SMARCA2,NCAPG2,0
MCM6,LPCAT2,0
XRCC6,NLRC3,0
RARB,TCIRG1,0
ID1,FUT7,0
ZFP467,FPGT,0
PA2G4,TREML2,0
JUN,ARHGEF39,0
SMARCA2,RRAS,0
NR3C2,RBL2,0
HIST1H1C,MAMDC2,0
EYA2,MCTP1,0
VEZF1,LY9,0
ID1,IL1R1,0
RARB,RUNX1T1,0
SMARCA2,AURKA,0
MYC,MEF2C,0
ELL2,CTTN,0
MYC,ITGA6,0
HDAC7,PYGL,0
HNF4A,TRPS1,0
ANKRD6,ALS2CL,0
RAI14,ECE1,0
BTG2,HSD3B7,0
ZFP467,DCK,0
ID1,ADORA2A,0
PGR,GSAP,0
HMGB2,CD300A,0
NDN,PNO1,0
MCM7,CNP,0
SATB1,STK10,0
TTF2,CERS5,0
BATF2,MTMR6,0
MCM4,ICA1,0
NFE2,FGD5,0
VEZF1,PEAR1,0
ETS1,H2-Q6,0
THRB,E2F8,0
SLA2,TMEM147,0
EPAS1,RALGPS1,0
RUNX1T1,EVI2A,0
GATA2,DOCK10,0
LDB2,GIMAP1,0
VDR,BCL2,0
KLF3,TMEM176A,0
HLF,SAT1,0
NFKB1,ECE1,0
NDN,NKG7,0
MLLT3,GM45837,0
TAF12,MAPKAPK3,0
H1F0,DEF8,0
EYA2,4930555A03RIK,0
THRB,RRAS,0
PBX3,MYO1F,0
SATB1,UBE2L6,0
MEF2A,FECH,0
MCM4,PAG1,0
GATA2,CYBC1,0
LZTS1,CASTOR1,0
IKZF1,IFI206,0
TCF19,MICAL1,0
ZKSCAN4,HACD4,0
MCM7,CTSG,0
FOXO1,GUCY1A1,0
ZFP111,GMFB,0
HNRNPAB,SAT1,0
CENPK,AC174780.1,0
EYA2,SZT2,0
HCFC1,GCNT1,0
MAPK11,SLC22A3,0
HCFC1,PKIB,0
NFIA,RSL1,0
TCF19,ICA1,0
BTG2,POLA2,0
MCM4,SPI1,0
IRF7,JPT1,0
THRB,PCLAF,0
IRF8,RBL2,0
HIF3A,RUBCNL,0
PRDM5,RDH10,0
ID1,S100A6,0
TLR4,MCTP1,0
RAI14,P2RY14,0
HCFC1,OASL2,0
KLF8,RORC,0
PBX3,MAD2L1,0
KLF6,GBP2,0
RORA,FTX,0
PA2G4,JCHAIN,0
RUNX1T1,CTSF,0
MIS18BP1,FRMD6,0
NFIA,LRP12,0
ANKRD6,MYLK,0
MEIS1,MAN1A,0
HCFC1,MED16,0
TCF19,PDE4B,0
CENPK,VIPR2,0
KLF8,TNPO1,0
MIS18BP1,GMNN,0
HLF,8430419K02RIK,0
REL,HACD4,0
HNRNPAB,SPI1,0
RUNX1T1,CDK19,0
HLF,GNG11,0
TLE2,PLA2G4A,0
MAPK11,CDCA4,0
MLLT3,SNX10,0
RORA,FUT7,0
ZFP111,ARL11,0
TRIB3,MICAL1,0
RPS6KA5,BTBD3,0
MYCN,F11R,0
PBX3,KBTBD11,0
RARB,FRRS1,0
CD7,SLC2A3,0
MECOM,RNF125,0
MEIS1,CTSS,0
NR3C2,MECOM,0
H1F0,DOCK11,0
CTR9,TYMS,0
MED16,PPIC,0
CTR9,THTPA,0
TRPS1,LDLR,0
IRF6,IL15,0
XPC,ENDOD1,0
REL,SDSL,0
HOXA9,LSP1,0
ETS1,HAT1,0
SOX18,NRROS,0
CENPK,ZBTB38,0
LDB2,H2-AA,0
PML,LAX1,0
TTF2,SYTL1,0
MED16,MAPK11,0
