TF,Target,Label
RARB,NPDC1,1
SPI1,IL7R,1
MEF2A,S1PR1,1
NFKBIA,NFKB1,1
HOXA9,IL1R1,1
JUN,CTSL,1
ETS1,PAFAH1B2,1
RUNX2,PTTG1IP,1
JUN,MAPK11,1
JUN,NFATC1,1
RARB,H1F0,1
MCM4,PRIM2,1
MEIS1,RBM18,1
MYCN,RCC1,1
MYCN,ACOX1,1
MEIS1,SYK,1
MCM2,RRM2,1
NFKB1,EBI3,1
RORC,HNF4A,1
MYC,CAD,1
GATA2,NFATC1,1
GATA2,SPI1,1
JUN,ATP10A,1
MCM6,SLBP,1
MCM7,CDC7,1
MYCN,RHOF,1
MEF2A,SATB1,1
CLOCK,ARNTL,1
MCM2,UHRF1,1
SPI1,PTPRC,1
HOXA9,MEIS1,1
JUN,IL7R,1
IKZF1,IL7R,1
NDN,NCAPH,1
MCM4,HMGB2,1
MECOM,1600014C10RIK,1
MCM6,POLA2,1
MECOM,ARHGAP27,1
ETS1,DNTT,1
MCM7,NCAPH,1
MAPK12,IL12A,1
MECOM,PA2G4,1
MCM7,MKI67,1
MCM4,TYMS,1
ESR1,IER2,1
GATA2,ZDHHC17,1
MECOM,IDH1,1
MYC,STRAP,1
EGR1,COL4A2,1
MYC,USP3,1
EGR1,HSPA1A,1
MEIS1,CYTH3,1
JUN,KIF17,1
REL,GRINA,1
MEF2A,PTP4A3,1
MCM4,DNAJC9,1
MCM2,AURKB,1
FOXO1,ITGB7,1
MYC,CCND3,1
MCM2,POLD1,1
ESR1,ICA1,1
IRF7,RTP4,1
MYCN,FAM76B,1
MYCN,LIG1,1
MYCN,BUB1B,1
JUN,PDGFRB,1
JUN,TXNL1,1
NFKB1,GCLM,1
JUN,SDC1,1
MCM6,RRM2,1
NFATC1,MAPK12,1
MYCN,INSIG1,1
MCM6,AURKA,1
MYCN,H2-DMA,1
NFKB1,MMP2,1
MEIS1,TXNDC11,1
MCM2,CDCA5,1
HMGB2,BIRC5,1
JUN,SOX6,1
MEF2A,MAN1A,1
NFKB1,THRB,1
NFKB1,TLR4,1
EGR1,FLT3,1
JUN,EGR1,1
MCM7,SLBP,1
IKZF1,EGR1,1
MCM4,KIF11,1
SPO11,RPA2,1
MCM2,CKAP2,1
MYCN,PNO1,1
EGR1,USP11,1
MEF2A,TIMP2,1
NDN,HCFC1,1
MYC,EFTUD2,1
NFATC1,GLRX5,1
NDN,MAGED1,1
HDAC7,HDAC11,1
RUNX2,THBS1,1
SPI1,MEF2C,1
MEF2A,CBX5,1
JUN,ESR1,1
MEF2C,MAPK12,1
MYC,EIF3A,1
RUNX2,CBFB,1
MYC,NFAT5,1
MECOM,ST8SIA4,1
HMGB2,MCM2,1
REL,ICAM1,1
ETS1,RUNX2,1
GATA2,OSGIN1,1
IKZF1,NCAPD2,1
MCM6,FIGNL1,1
NFKB1,PLIN2,1
HOXA9,NFKBIA,1
HIST1H1C,BUB1B,1
ETS1,SELL,1
MCM4,BIRC5,1
MCM4,TOP2A,1
MCM6,CDT1,1
MYCN,NT5C3,1
FOXO1,MIR17HG,1
MYCN,CDK1,1
NFKB1,CCL9,1
EGR1,SOCS2,1
EGR1,CTSL,1
MYCN,PRC1,1
MCM6,TIPIN,1
SPI1,PIRB,1
MCM2,NASP,1
NFKB1,MAPK11,1
MYCN,DDX39,1
NUPR1,CCNA2,1
MCM6,CDCA5,1
MCM2,NCAPH,1
MCM7,AURKA,1
HMGB2,PRIM1,1
ZFP111,NFE2,1
MYCN,MYO5A,1
MCM2,MKI67,1
CD7,NFKB1,1
IRF8,IL12A,1
MCM4,KIF23,1
MCM6,CKAP2,1
MCM2,CENPE,1
JUN,OBSCN,1
MYC,MAML3,1
MYCN,EIF1AD,1
MCM7,UHRF1,1
MCM4,MCM2,1
MEIS1,ITGA5,1
MYC,ITPK1,1
FOXO1,GFI1B,1
MECOM,CAV2,1
HMGB2,MCM6,1
MYC,NUPR1,1
JUN,TUBB4B,1
SPI1,FLT3,1
IKZF1,TUBB4B,1
MYC,NFIA,1
IRF8,JAK1,1
HMGB2,CKS2,1
NFKB1,PKN3,1
MCM2,MSH6,1
IRF8,SPI1,1
NFATC1,PAG1,1
THRB,PIK3R1,1
FOXO1,IKZF1,1
REL,CD74,1
NFKBIA,PRMT2,1
NFKB1,EPAS1,1
MYC,RASAL3,1
ETS1,FCGRT,1
IRF7,UBA7,1
EGR1,TK1,1
MYC,HNRNPAB,1
REL,N4BP3,1
MECOM,GNG11,1
EGR1,CDK17,1
HDAC7,MEF2C,1
MCM7,CCNA2,1
MYCN,EFTUD2,1
FOXO1,ICA1,1
MCM7,FIGNL1,1
MCM4,LIG1,1
SMARCA2,JUN,1
ESR1,EGR1,1
MCM6,TK1,1
MCM4,BUB1B,1
EGR1,PACSIN2,1
MECOM,FOXO1,1
GATA2,HLF,1
MCM4,KIF22,1
XPC,POLD1,1
RBL2,RAD51,1
EGR1,ARID3B,1
JUN,ICAM1,1
MEF2A,SLC6A6,1
CBFB,RUNX2,1
MED16,PML,1
ID1,RORC,1
HMGB2,CDK1,1
MCM6,MKI67,1
JUN,CCNA2,1
ARNTL,EPAS1,1
NFKB1,VEGFC,1
MYC,AURKA,1
MEF2A,ZBTB20,1
HMGB2,MCM7,1
MEF2C,HDAC7,1
RARB,TGM2,1
MYC,CENPK,1
MYC,MMP2,1
PGR,PIK3R1,1
MYC,UHRF1,1
HDAC7,CBX5,1
MYC,IER2,1
MCM2,NCAPG2,1
CENPK,BIRC5,1
MYCN,ZFP62,1
MYCN,C1QBP,1
THRB,RORC,1
MYC,ZNRF2,1
MYC,2810468N07RIK,1
MCM4,CDC45,1
MCM7,PRIM2,1
NDN,CDK1,1
MYC,ARFGEF2,1
EGR1,NFE2,1
MCM2,RPA2,1
PGR,MAPK12,1
HNF4A,FOXO1,1
MCM4,CDK1,1
MEF2A,PDE7A,1
HMGB2,PCNA,1
MECOM,SATB1,1
HDAC7,NOTCH1,1
FOXO1,ZDHHC17,1
JUN,ABHD4,1
ESR1,CLOCK,1
CBX7,PHC1,1
RBL2,CCNA2,1
MCM6,KIF11,1
MCM7,MCM4,1
MYC,PRDM16,1
MECOM,CKAP5,1
MYCN,PA2G4,1
MCM7,TK1,1
CENPK,CKAP2L,1
JUN,CPNE8,1
MYCN,HNRNPAB,1
MCM4,MCM7,1
NFE2,ZFP111,1
ETS1,CDC45,1
REL,HSD3B7,1
MCM7,HMGB2,1
GATA2,B4GALT4,1
VDR,RORC,1
ESR1,PTGS1,1
EGR1,KLF6,1
THRB,VDR,1
GATA2,ZFR,1
MEF2A,RUNX2,1
NFKBIA,REL,1
MYCN,SLC39A8,1
EGR1,PIK3R1,1
EGR1,BIRC5,1
EGR1,CEP70,1
HOXA9,FLT3,1
MECOM,GP9,1
DEK,PCNA,1
NDN,NUCB2,1
NFKB1,IL1R1,1
MCM4,PCNA,1
MCM6,TOP2A,1
MCM2,CCNA2,1
MYC,TFRC,1
MCM7,DNAJC9,1
MCM6,NCAPG2,1
JUN,APP,1
MECOM,SLC39A8,1
MCM2,FIGNL1,1
MYCN,FBXO30,1
EGR1,MAPK12,1
MEIS1,PIK3CG,1
HOXA9,CYTH3,1
JUN,IRF6,1
MEF2A,KLF6,1
MCM4,CDC7,1
NFKB1,ITGAM,1
MCM6,RPA2,1
FOXO1,VEGFC,1
NFKB1,PIRB,1
SPI1,TEC,1
MYC,SPNS2,1
NFAT5,MAPK11,1
NFKB1,PTGS1,1
ESR1,PRR5,1
MCM2,MCM6,1
ETS1,MEF2A,1
MEIS1,H2AFX,1
KLF3,KLF8,1
MYCN,UHRF1,1
FOXO1,EGR1,1
ETS1,PSEN1,1
MYCN,IER2,1
MYCN,TXN2,1
JUN,ITGA5,1
MCM6,KIF23,1
HOXA9,H2AFX,1
MYC,DNTT,1
MYCN,TAPT1,1
PA2G4,EIF2S1,1
HCFC1,NDN,1
MECOM,FHL1,1
MYC,NFKBIA,1
ESR1,NUDT19,1
NFKB1,PRODH,1
JUN,PDE7A,1
ESR1,NEAT1,1
MCM7,KIF11,1
MIS18BP1,KIF11,1
GFI1B,MEIS1,1
MECOM,MGAT1,1
ARNTL,CLOCK,1
MYCN,PGM2L1,1
MCM7,UBE2C,1
GATA2,BAZ2B,1
MYCN,CAD,1
HDAC11,CBX5,1
GATA2,CDK6,1
MEIS1,FCHO2,1
APBB1,NOTCH1,1
MYC,CDCA8,1
MYCN,AURKB,1
SPI1,FES,1
MCM2,PRIM2,1
JUN,RELT,1
ARNTL,HLF,1
MCM6,CCNA2,1
EPAS1,VEGFC,1
MYCN,CDT1,1
THRB,HNF4A,1
MEF2A,LAX1,1
MCM6,BUB1B,1
MEIS1,SMARCA2,1
GATA2,TEK,1
NFKB1,CD7,1
MCM7,TOP2A,1
ESR1,APBB1,1
MYC,VEGFC,1
MED16,CCND3,1
MCM2,TK1,1
MEF2A,CDC6,1
EGR1,MECOM,1
JUN,ABCF3,1
MYCN,STRAP,1
MCM4,SLBP,1
RBL2,CDK6,1
REL,RORC,1
MYC,CDK6,1
ESR1,PHF5A,1
MECOM,ERP29,1
MCM2,HMGB2,1
MYC,PRKG1,1
GATA2,DUSP1,1
MYCN,CTSF,1
IRF7,TLR7,1
MEF2A,RAG2,1
NFAT5,VEGFC,1
MYCN,CKAP2,1
REL,PGLYRP2,1
NFATC1,TMEM14C,1
MED16,CDK19,1
HOXA9,EIF1AD,1
NFATC1,NR3C2,1
MCM7,KIF23,1
MEF2A,PITPNC1,1
MCM2,TYMS,1
GATA2,CCNG2,1
JUN,GSTM1,1
MCM7,MCM2,1
EGR1,APBB1,1
MYCN,BTK,1
MECOM,FUT8,1
GATA2,RARB,1
RBL2,RUNX2,1
MYC,EIF2S1,1
MEF2A,CCL3,1
MCM2,DNAJC9,1
PBX1,HOXA9,1
JUN,TMEM33,1
JUN,MAPK12,1
MEIS1,SESN1,1
EGR1,BLVRB,1
NOTCH1,NFKB1,1
MCM6,PRIM2,1
MEIS1,EFTUD2,1
MYC,DUSP1,1
MYC,UBE2C,1
NFKB1,SH2D3C,1
MYCN,ME2,1
MCM6,CDK1,1
XRCC6,PCNA,1
HMGB2,CCNB2,1
MYC,SLC2A1,1
KLF10,MYCN,1
PML,IRF7,1
REL,IL12A,1
MYCN,CPXM1,1
CENPK,NDEL1,1
MEF2A,THBS1,1
MYCN,YBX1,1
MCM7,PRIM1,1
PBX1,MEIS1,1
EGR1,HSPH1,1
MCM7,BUB1B,1
MCM4,AURKA,1
REL,SEPT8,1
NFATC1,MAPK11,1
JUN,PPP1R15A,1
IRF8,IRF7,1
MCM7,KIF22,1
JUN,BTG2,1
EGR1,FRMD6,1
MYCN,ZFP53,1
RBL2,TOP2A,1
MYCN,EIF3A,1
HMGB2,CDT1,1
MCM4,UHRF1,1
SMARCA2,IKZF1,1
CENPK,CENPE,1
MYCN,HAT1,1
REL,JAK1,1
CREB5,PCNA,1
MYC,NUP93,1
IRF7,ICAM1,1
MYC,OBSCN,1
NFE2,TYMS,1
MCM7,CKS2,1
PA2G4,PNO1,1
MYCN,PRDM5,1
MYCN,CHRNB1,1
FOXO1,RUNX1T1,1
HMGB2,CDCA5,1
SPI1,IRF8,1
SATB1,BCL2,1
FOXO1,IPCEF1,1
MCM2,CKS1B,1
RUNX2,RBL2,1
MYCN,OASL1,1
MYCN,SC5D,1
NFKB1,CCL4,1
MCM5,ORC6,1
JUN,MMP2,1
MEF2A,PREP,1
ETS1,MMP2,1
MEF2C,SOCS2,1
MEIS1,PBX1,1
MCM4,CCNB2,1
MYC,TIMP2,1
MEF2C,MAPK11,1
JUN,H2-DMA,1
FOXO1,CTSL,1
MYC,AK1,1
MEF2A,PBX3,1
MYC,GMIP,1
HOXA9,DACH1,1
MCM4,AURKB,1
MCM2,BIRC5,1
MECOM,WLS,1
MCM2,TOP2A,1
MYC,CBX5,1
MEF2A,TSC22D3,1
NFKB1,TEC,1
AEBP1,NFE2,1
MCM4,CDT1,1
ESR1,GGTA1,1
MCM7,CDC45,1
JUN,CCL3,1
NFKB1,PLA2G4A,1
ETS1,CCL3,1
FOXO1,ABHD4,1
IRF7,LGALS3BP,1
MCM5,CDC45,1
JUN,KRT18,1
ETS1,KRT18,1
MYCN,NUPR1,1
HLF,GATA2,1
SPI1,NCF1,1
MYCN,ELOVL6,1
JUN,VDR,1
REL,EFTUD2,1
MCM4,CDCA5,1
MYC,NOTCH1,1
PA2G4,NHP2,1
MYCN,UBE2C,1
JUN,LSP1,1
JUN,GATA2,1
ETS1,GATA2,1
JUN,PLIN2,1
NFKB1,DUSP1,1
JUN,IL12A,1
REL,NFAT5,1
MEF2A,EIF3A,1
MECOM,RUNX2,1
MYCN,PTP4A3,1
MYC,TAF12,1
MYC,DUSP2,1
MYC,TNPO1,1
IRF7,IIGP1,1
MEIS1,HOXA9,1
ESR1,KCTD12,1
HMGB2,MKI67,1
HDAC7,H2AFX,1
MCM7,TYMS,1
JUN,SPI1,1
MEF2A,PEA15A,1
VDR,THRB,1
MYCN,GLB1,1
MYCN,NUP93,1
NFATC1,SATB1,1
MYC,SOCS2,1
MCM7,PCNA,1
MECOM,KLF6,1
MECOM,PYGL,1
JUN,CCND3,1
MCM6,BIRC5,1
NR3C2,MLLT3,1
MCM2,PRIM1,1
MCM2,LIG1,1
MCM2,BUB1B,1
NFKB1,TRAF1,1
GATA2,HDAC7,1
MYC,TMEM246,1
ELF1,DNTT,1
EGR1,HNRNPAB,1
MYCN,GMFB,1
JUN,BTK,1
NFKB1,MAPK12,1
FOXO1,ANKRD44,1
HOXA9,JUN,1
MECOM,INPP5K,1
FOXO1,CCR7,1
MEIS1,ARNTL,1
IRF6,IRF7,1
IRF7,IRF6,1
BTG2,IER2,1
ETS1,IL7R,1
MYCN,TRP53INP1,1
PML,MED16,1
MECOM,MYCT1,1
MCM4,NASP,1
MEIS1,NDN,1
CLOCK,RORA,1
MYCN,CBX5,1
MEF2A,CASP12,1
MYCN,DPY19L3,1
MCM4,NCAPH,1
VEZF1,TOP2A,1
RBL2,CDK1,1
FOXO1,SORL1,1
REL,PDLIM5,1
MYC,SLC31A2,1
MCM4,MKI67,1
MYCN,PRODH,1
MCM6,MCM2,1
NFKB1,MOGS,1
MYC,PRC1,1
SATB1,SPI1,1
MYC,ASNS,1
MYCN,EZR,1
MECOM,KCTD12,1
JUN,EFTUD2,1
MEF2C,RUNX2,1
MYCN,TOMM70A,1
HMGB2,UBE2C,1
PML,H2-AA,1
PML,CD44,1
MYCN,ENPP5,1
FOXO1,RUNX2,1
MCM6,ATAD2,1
MCM4,MSH6,1
NFKB1,SDC4,1
IKZF1,SLC43A2,1
NFKB1,REL,1
MCM7,CKS1B,1
IRF8,H2-AA,1
MEIS1,ARPP21,1
IRF8,CD44,1
MCM2,CDC45,1
FOXO1,SELL,1
MYC,TEX10,1
HOXA9,FCHO2,1
ESR1,APOE,1
MCM7,CENPA,1
EGR1,JUN,1
EGR1,MEIS1,1
MYCN,HIF3A,1
MIS18BP1,CENPA,1
PA2G4,C1QBP,1
PBX3,MEIS1,1
PML,ICAM1,1
NOTCH1,RUNX2,1
MCM6,PRIM1,1
MCM6,LIG1,1
RORA,ARNTL,1
VEZF1,LAX1,0
VDR,PKN3,0
MCM4,RIPOR2,0
HIF3A,SMPDL3A,0
IRF7,TFR2,0
MAPK12,SNX30,0
NUPR1,MAGED2,0
MAML3,NDST2,0
TLR4,FGFR1OP,0
SMARCA2,IL18RAP,0
RPS6KA5,C030034L19RIK,0
IRF8,RNASE6,0
NUPR1,GCLM,0
RBL2,ABI1,0
HCFC1,FAM169B,0
TEAD2,SYTL4,0
REL,CCRL2,0
EYA2,IGHV1-82,0
TLR4,PRDM5,0
MLLT3,NDOR1,0
SPO11,TRP53BP2,0
NDN,SLC39A8,0
MCM7,QARS,0
CLOCK,PRKAR2B,0
KLF6,IL1R1,0
VEZF1,H2-OB,0
SOX6,CCRL2,0
NFKB1,ZFP467,0
THRB,STARD4,0
MAPK11,DUSP6,0
CREB5,STRAP,0
TSC22D3,THRB,0
CENPK,IGKC,0
MCM7,SERPINA3F,0
RORA,TIPIN,0
LZTS1,TMEM14C,0
SPI1,VIPR2,0
GATA2,CIPC,0
NFKB1,MAMDC2,0
NFE2,DOK2,0
E2F8,NEDD9,0
ZKSCAN4,AFF3,0
TRIB3,GIMAP8,0
GATA2,STK10,0
TRPS1,CDKN1C,0
CBFB,DEK,0
MIS18BP1,ITGB2,0
IKZF1,ZC2HC1A,0
BATF2,SLFN2,0
MCM4,GMFB,0
MIS18BP1,FHL1,0
NFE2,MYO5A,0
MEIS1,PDGFRB,0
MYC,RARB,0
TLR4,EBI3,0
RUNX2,4833439L19RIK,0
FOXO1,MLLT3,0
ID1,LCK,0
PRDM16,NDRG3,0
RPS6KA5,CYP51,0
PRDM5,GM45837,0
TCF19,SLC35D3,0
RORA,SFXN1,0
MYCN,DUT,0
NFE2,FRMD6,0
PML,BLVRB,0
SPO11,EIF3G,0
RORA,ESAM,0
MCM6,DENND1C,0
MCM4,MYCN,0
MED16,FGD5,0
MCM4,DPY19L3,0
EGR1,TGM2,0
BTG2,CREG1,0
HLF,RCN2,0
ID1,CTLA2B,0
EGR1,FAM110C,0
CREB5,ME2,0
RAI14,SLC2A3,0
SOX6,4930555A03RIK,0
SOX18,NFATC1,0
CENPK,CCR7,0
ZBTB38,ENPP4,0
ZFP467,SLC37A1,0
ARID3B,ZFP62,0
NFATC1,SLC18A1,0
RORC,CDCP1,0
MEF2C,RGS3,0
NUPR1,FUT8,0
EGR1,LRP12,0
LDB2,ASNS,0
ELL2,VAV1,0
DACH1,CKS1B,0
NOTCH1,PHC1,0
NOTCH1,MCM5,0
E2F8,RCSD1,0
BTG2,ARL6IP6,0
EGR1,CPXM1,0
PRDM16,MSMO1,0
MECOM,PSMC4,0
BTG2,ZFP62,0
ESR1,SH2D5,0
YBX1,EIF1AD,0
NR3C2,CD33,0
ZBTB38,2610307P16RIK,0
ZBTB20,9530082P21RIK,0
MAPK12,SDSL,0
JUN,TXNRD3,0
MIS18BP1,ZBTB38,0
APBB1,SLC2A3,0
MCM4,ERP29,0
SATB1,CNN3,0
HDAC11,CASTOR1,0
ETS1,PLCG2,0
ELL2,ELOVL6,0
KLF8,DHFR,0
KLF6,FUT8,0
CBFB,CDCA3,0
EPOR,ART4,0
PHC1,CERS4,0
HCFC1,TFR2,0
KLF8,ABCD3,0
HIF3A,MSMO1,0
KLF8,E2F8,0
VEZF1,BAZ2B,0
NOTCH1,CDCP1,0
IRF7,ADSSL1,0
MCM4,SOCS2,0
PHC1,MCM2,0
MED16,PKD2,0
LDB2,DNAJC9,0
NUPR1,BIRC3,0
ZFP111,ZFP367,0
THRB,GRAMD1A,0
CBFB,TRPV2,0
TTF2,H2-DMA,0
TSC22D3,VAMP1,0
CD7,INSL6,0
MIS18BP1,SZT2,0
HLF,MINDY1,0
RARB,THTPA,0
HNRNPAB,GSTM5,0
CTR9,TACC3,0
MAPK11,YOD1,0
RORA,MIS18BP1,0
TSC22D3,FGFR1OP,0
TRIB3,NCAPG2,0
ELL2,THEMIS2,0
CENPK,RAD51,0
FOXO1,B3GNT5,0
KLF3,CD63,0
NFE2,MAP4K2,0
TEAD2,UNC93B1,0
EYA2,ZFP61,0
PML,BICD1,0
GATA2,KDM7A,0
NFAT5,PGLYRP2,0
TAF12,TMEM184C,0
MIS18BP1,CAPN5,0
JUN,JPT1,0
PHC1,POR,0
EPAS1,ASB13,0
RAD51,ARL6IP6,0
TLE2,1700017B05RIK,0
LDB2,CD63,0
AEBP1,CALHM2,0
MEF2C,PSEN1,0
ZKSCAN4,GAS2L3,0
PRDM16,KRT18,0
TTF2,ZFP467,0
MCM5,CASTOR1,0
ESR1,HOXA9,0
ZFP111,H2-OB,0
CENPK,FCGRT,0
IRF8,CCNG2,0
MEIS1,AP1S2,0
KLF3,CD9,0
NFKBIA,FLT3,0
IRF8,GGTA1,0
ESR1,TBC1D5,0
LZTS1,MBNL3,0
TLE2,SLFN2,0
TSC22D3,TMEM173,0
CTR9,CAV2,0
FOXO1,MGAT5,0
EPAS1,ITPR1,0
HDAC7,CD300A,0
PML,GSTM1,0
NFAT5,LDB2,0
MCM7,YOD1,0
HCFC1,AMPD2,0
TLR4,MINDY1,0
ZBTB20,MEF2A,0
CTR9,IGKV14-126,0
SLA2,ARHGAP18,0
HOXA9,ARFGEF2,0
MCM5,HAT1,0
YBX1,SGCE,0
TTF2,USP3,0
TLE2,GPRASP2,0
LDB2,SERPINA3G,0
MYCN,TMEM65,0
EGR1,CNN3,0
MED16,ENPP5,0
EPOR,CPQ,0
RBL2,E430014B02RIK,0
MAPK11,NCAPD2,0
MAML3,TNS2,0
PBX1,FGD5,0
PHC1,CD74,0
AEBP1,C1RL,0
VEZF1,TRAF1,0
SLA2,FRRS1,0
MECOM,KBTBD11,0
SLA2,UBE2C,0
LDB2,ZFP949,0
DACH1,TSPAN14,0
AEBP1,LCP2,0
MED16,KIF22,0
ZFP467,CCL3,0
NR3C2,TMEM184C,0
THRB,SGPL1,0
TAF12,GNG11,0
PA2G4,CDKN1C,0
RPS6KA5,DOCK10,0
LZTS1,ZC2HC1A,0
TTF2,GBP2,0
IRF6,CD53,0
CENPK,GM37124,0
ID1,NUCB2,0
KLF3,ZBTB4,0
SPO11,BDH2,0
NFKB1,MEIS1,0
VEZF1,TMEM65,0
NUPR1,CEP70,0
HCFC1,ZNRF2,0
SLA2,RCC1,0
PBX1,NCAPD2,0
NDN,IER3,0
IRF8,INPP1,0
CBX7,PPCDC,0
MYCN,SMIM15,0
GFI1B,POR,0
TEAD2,SC5D,0
MCM4,XRCC6,0
HNF4A,AC174780.1,0
HDAC11,RRAS,0
MIS18BP1,CDK18,0
ZFP467,CBFB,0
RARB,ARHGEF39,0
DEK,SLC44A2,0
MIS18BP1,NPR2,0
SPO11,RHOF,0
SMARCA2,HEXA,0
MECOM,ZNRF2,0
TRIB3,ANKRD6,0
CBX7,PBX3,0
PBX1,OASL2,0
SMARCA2,KCTD20,0
ANKRD6,KPNA3,0
BTG2,CSAD,0
RORA,MPL,0
MCM6,HJURP,0
HOXA9,DPP4,0
HIF3A,GNG2,0
THRB,MGAT5,0
NFATC1,MTCH2,0
RBL2,GM2A,0
PGR,CDK1,0
RORA,TSPAN3,0
REL,EPB41L4B,0
SOX6,ITGA2B,0
RORC,ABCD3,0
NDN,GSN,0
BATF2,CASTOR1,0
NOTCH1,PLPPR3,0
BTG2,MC5R,0
RAI14,LY9,0
MEF2A,TBC1D10C,0
MED16,MILR1,0
PML,BACE1,0
MED16,FKBP9,0
TAF12,IGHM,0
PGR,DUSP5,0
RPS6KA5,PRIM2,0
PRDM5,ANXA2,0
BATF2,RGS2,0
THRB,SLC37A1,0
GFI1B,IGFBP4,0
MAML3,CYC1,0
MCM2,HDAC11,0
KLF3,TXNIP,0
MIS18BP1,PIRB,0
TRPS1,DCK,0
SMARCA2,RNF38,0
TLR4,SLFN2,0
HNRNPAB,TLR7,0
RUNX1T1,TESPA1,0
MIS18BP1,LAG3,0
KLF6,AMPD2,0
HNRNPAB,CCNG2,0
CTR9,UBE2C,0
AEBP1,CSAD,0
HNRNPAB,OASL2,0
MYCN,PREP,0
MEF2C,LCP2,0
ZKSCAN4,SGPL1,0
CBFB,TXNL1,0
PA2G4,SLC18A2,0
NAP1L3,COL4A2,0
AEBP1,LRRFIP1,0
H1F0,RGS2,0
EGR1,INKA1,0
MAPK11,RUNX1T1,0
SMARCA2,TPST2,0
SPO11,CORO7,0
EPAS1,CAPG,0
