TF,Target,Label
TRP53,RBBP7,1
EGR1,AKT1,1
BMP4,LAMB2,1
NANOG,POU5F1,1
NANOG,TET2,1
AKT1,CDH1,1
ZFP42,UTF1,1
SOX2,KLF2,1
RUNX1,CCND2,1
FOXH1,TDGF1,1
KLF2,POU5F1,1
TRP53,BTG2,1
AKT1,TRP53,1
AKT1,HSPB1,1
PCBD1,UAP1L1,1
DNMT3B,JARID2,1
BMP4,ID2,1
TCF7L2,HIST1H2BK,1
SMARCA2,RUNX1,1
KLF4,POU5F1,1
BMP4,DKK1,1
UTF1,FGF4,1
DNMT3B,EHMT2,1
POU5F1,DPPA4,1
AKT1,LRP2,1
RBBP7,PML,1
ILK,PIK3R1,1
BMP4,POU5F1,1
HIST1H1D,HIST1H1B,1
AKT1,HSP90B1,1
AKT1,NDRG1,1
TRP53,EHMT2,1
MCM6,TOP2A,1
ILK,CCND1,1
EHMT2,UHRF1,1
XBP1,CALR,1
DTX1,RBPJ,1
UTF1,KLF4,1
DNMT3B,HIST1H4N,1
DNMT3A,EHMT2,1
MCM6,CDC20,1
DNMT3B,UHRF1,1
SOX2,ESRRB,1
ZFPM1,KAT2B,1
MDM2,TRP53,1
MDM2,AKT1,1
RUNX1,HIST1H2BK,1
DNMT3B,DNMT3L,1
NANOG,ZFP42,1
BMP4,BMPER,1
SOX7,GATA6,1
ILK,CDH1,1
EED,SUZ12,1
UTF1,DPPA4,1
SOX17,SOX7,1
BMP4,CST3,1
NANOG,LEFTY1,1
BMP4,APOE,1
SOX2,SOX17,1
UTF1,POU5F1,1
ILK,AKT1,1
DNMT3B,HIST1H2AF,1
TRP53,KIT,1
NANOG,DNMT3B,1
AKT1,CDKN1A,1
TRP53,RBPJ,1
EHMT2,PLOD1,1
ZFP42,GM44335,0
SOX17,MIR7005,0
CREB3L2,GM23988,0
RUNX1,CDC20,0
TET2,ISYNA1,0
KLF4,GM10337,0
SOX2,ZFAS1,0
BHLHE40,SNORA68,0
RUNX1,MIR763,0
PEG3,BCAM,0
FOXH1,CALD1,0
KLF3,HIST1H2BG,0
TFEB,ZFP42,0
GLMP,HELLS,0
MYCN,SNORA21,0
GATA4,PEG3,0
CREB3L2,EIF4A-PS4,0
RUNX1,BCAM,0
BHLHE40,PLAT,0
NFXL1,RRAS2,0
BHLHE40,SNORD65,0
ZFP42,GM23130,0
FOXH1,GM15181,0
SOX2,MIR7003,0
ESRRB,PIPOX,0
PLSCR1,GM26060,0
FOXH1,MIR5121,0
FOXQ1,DUSP9,0
SOX7,ZFP990,0
KLF4,P3H1,0
XBP1,PHC1,0
PEG3,GAS6,0
SOX17,GASK1B,0
GATA6,NOTUM,0
ELF3,DUSP9,0
TET1,ISYNA1,0
KLF3,RPL17-PS10,0
CREB3,RESF1,0
EPAS1,GM21860,0
ETV5,TMEM144,0
MYCN,ETV5,0
BNC2,GORASP2,0
CREB3L2,GM26083,0
MSC,MIR466L,0
BHLHE40,GFPT1,0
ZBTB10,KHDC3,0
FOXQ1,BNC2,0
TFCP2L1,GM22091,0
MYBL2,DDX21,0
SOX2,NDRG4,0
GATA4,GPX3,0
KLF4,BEX1,0
GLMP,HIST1H2AC,0
ZFP57,SDC4,0
TGIF1,GM44320,0
SOX17,AMPD2,0
MYBL2,JAM2,0
SOX2,PDIA4,0
ETV5,PGAM1-PS2,0
TGIF1,NFXL1,0
KLF6,STARD8,0
NANOG,HK2,0
ETS1,KDELR3,0
CREB3L2,GM24497,0
ETV5,SNORA44,0
CREB3,MYMX,0
MYCN,RESF1,0
NR0B1,GM24916,0
GATA6,SNORD32A,0
TET1,CUBN,0
ETS1,AQP8,0
GATA4,GM4617,0
GATA4,IFITM2,0
MYCN,MIR669A-1,0
TFCP2L1,GLIPR1,0
TET2,AMOTL2,0
FOXH1,BUB1B,0
HMGA1,GM22914,0
RBPJ,POU5F1,0
ZFPM1,MSMO1,0
KLF2,GM3788,0
BHLHE40,MIR1949,0
TET1,GM22677,0
SOX17,KAT2B,0
CREB3,TFRC,0
BHLHE40,PHC1,0
TET2,SNORD80,0
BHLHE40,RIF1,0
SOX17,GM23833,0
KLF4,GM3788,0
RBPJ,HIST1H1D,0
GATA4,MCM10,0
FOXQ1,PMM1,0
TFEB,VKORC1,0
ETV5,HELLS,0
TET2,GM22030,0
HMGA1,LAMA5,0
FOXH1,PDIA4,0
ZFP57,LY6E,0
BHLHE40,HELLS,0
RUNX1,ABCC5,0
KLF3,GM15459,0
CREB3,ID1,0
KLF3,AURKA,0
GATA4,SNORA81,0
FOXQ1,SNX2,0
XBP1,CTNNAL1,0
HMGA1,ID2,0
KLF6,KRT19,0
ETV5,DKK1,0
TFCP2L1,GM14567,0
ETS1,GM24330,0
TET2,HELLS,0
SOX17,SEPT1,0
ETV5,POU5F1,0
MYBL2,GM37404,0
TCF7L2,BEX3,0
TGIF1,AKR1B8,0
ZFPM1,PTPN14,0
NANOG,GM10719,0
TFEB,RCN3,0
CREB3L2,TMEM9,0
MYBL2,GM10039,0
MSC,SNHG12,0
BNC2,GM26387,0
HMGA1,STARD10,0
SOX17,MRPL23-PS1,0
SOX2,DNMT3A,0
NR0B1,SNORA62,0
MSC,ADAMTS9,0
KDM5B,SLC2A1,0
ETV5,SNX2,0
ZFPM1,MIR466O,0
TFCP2L1,GCLM,0
ZBTB10,SNORA81,0
FOXH1,MID1-PS1,0
HNF1B,GM42429,0
ZFPM1,SLC38A2,0
ESRRB,NIPSNAP1,0
KDM5B,MIR3091,0
GLMP,TUBB2B,0
SOX17,KLB,0
GATA6,IFI30,0
PEG3,MIR677,0
SOX7,ARHGAP29,0
MSC,HNF1B,0
FOXQ1,MIR5121,0
MYCN,PCBD1,0
GLMP,SNORD49A,0
ELF3,GM25673,0
XBP1,GNAS,0
FOXQ1,IFITM2,0
KDM5B,GJB5,0
GATA4,COMMD3,0
ESRRB,TMEM150A,0
KLF4,CLDN6,0
CREB3,ETV5,0
HNF1B,TMEM9,0
NR0B1,GM26431,0
KLF2,RPS27RT,0
BHLHE40,GM27640,0
CREB3L2,UAP1L1,0
KDM5B,MIR466B-4,0
CREB3L2,POU5F1,0
BHLHE40,ZFP42,0
SOX2,PLOD3,0
POU5F1,SUZ12,0
ZFP42,THBD,0
CREB3L2,CTSA,0
KLF2,HIRIP3,0
MYCN,RFFL,0
MYBL2,MIR8091,0
TGIF1,AHCY,0
BNC2,BMPER,0
PLSCR1,PLATR14,0
FOXH1,HYOU1,0
ZBTB10,GM22030,0
TET1,MCM6,0
EPAS1,PSRC1,0
TFCP2L1,GM27798,0
ZBTB10,WDR1,0
TET1,VEGFA,0
HNF1B,RBM38,0
ELF3,GLDC,0
GATA6,MGST3,0
CREB3L2,AMPD2,0
GLMP,GM28010,0
PEG3,ZFPM1,0
HMGA1,GM49450,0
SOX2,NEDD4,0
KLF6,CUBN,0
KLF3,SNORA44,0
ZFPM1,KLB,0
ZFP42,CCNG1,0
TFEB,PML,0
ZFP42,P4HA2,0
SOX7,GM25535,0
FOXH1,OBSL1,0
BHLHE40,PDIA5,0
SOX17,TENM4,0
BNC2,LEFTY1,0
SOX7,GM22858,0
BNC2,GM24201,0
ZFP42,GM15459,0
SOX7,ST5,0
TFEB,GM25451,0
TFCP2L1,GM25472,0
ELF3,FAM129B,0
SOX2,TAX1BP3,0
ZFP42,PARVA,0
MYBL2,GM26493,0
EPAS1,PIPOX,0
NFXL1,RCC2,0
ETV5,GNAS,0
TFCP2L1,SERPING1,0
NR0B1,HIST1H3H,0
ZFP57,GALK1,0
TFEB,RNU73B,0
GATA4,IFITM3,0
ETS1,GM23136,0
KDM5B,GM25195,0
BNC2,LY75,0
ELF3,GM4322,0
FOXQ1,GLS,0
HNF1B,COMMD3,0
GLMP,GJB5,0
SOX7,CALU,0
XBP1,PNRC2,0
KLF4,SLC25A4,0
RBPJ,SNORD33,0
BHLHE40,SLC9A6,0
ZFPM1,NDRG1,0
TGIF1,VANGL1,0
CREB3L2,CERS4,0
ZFP42,HYOU1,0
RBPJ,HSP90B1,0
GATA6,GATA4,0
SOX17,GCLM,0
CREB3,KDM3A,0
FOXH1,ANXA5,0
CREB3,MIR669A-2,0
NANOG,ETS1,0
HNF1B,SNORD35B,0
MYCN,COL4A2,0
ETS1,DENND2C,0
MSC,GM26073,0
SOX7,DDX21,0
RBPJ,GM24916,0
TET2,IDI1,0
EGR1,LAMB2,0
MYCN,ZFP710,0
CREB3,GM22051,0
TGIF1,ZFP57,0
SOX17,GM23632,0
SOX2,CCNE1,0
BNC2,TRIM28,0
EGR1,AY036118,0
TET1,GM22862,0
TET1,CCN2,0
ZFP42,MAN1A2,0
TET1,SNHG5,0
KLF3,CYP26A1,0
POU5F1,SNORD33,0
GLMP,CSRP1,0
NR0B1,GORASP2,0
TFEB,ANP32A,0
SOX2,ALG13,0
TET1,GM23344,0
KLF6,GM45213,0
RBPJ,GM15459,0
TGIF1,GM6158,0
SOX17,CALR,0
GATA4,AMOTL2,0
FOXQ1,GM10780,0
ZFP42,MYO7A,0
HMGA1,GM25943,0
MSC,SPRY2,0
PLSCR1,SLC16A1,0
FOXQ1,TEX264,0
ELF3,GM25158,0
BHLHE40,STARD10,0
TFCP2L1,SNX2,0
HNF1B,CR1L,0
SOX17,TFEB,0
EGR1,HIST1H1D,0
ZFP57,HIST1H1D,0
HNF1B,LAMB1,0
ZFPM1,GSR,0
KDM5B,GM14567,0
MYBL2,SLC9A6,0
NANOG,GM43940,0
TFCP2L1,RNPEP,0
ZFP42,GM10925,0
SOX2,GM10337,0
RUNX1,GHR,0
KLF2,ADAM23,0
ETV5,IFI30,0
HMGA1,GM37784,0
FOXH1,GM22988,0
ZFP57,CDH6,0
KLF6,PEG3,0
FOXH1,SNX1,0
MSC,UPP1,0
TET2,HMGA1,0
ZFP57,APOE,0
TCF7L2,GM33051,0
HNF1B,HIST1H1B,0
BNC2,GM24339,0
NANOG,COL27A1,0
MYBL2,DAB2,0
MSC,ODC1,0
XBP1,HSD17B14,0
CREB3L2,CHCHD10,0
GLMP,TMSB4X,0
ETV5,GPX3,0
MYCN,NR0B1,0
GATA6,STAG3,0
TET2,MYO18A,0
KLF3,CERS4,0
ZFPM1,GM12350,0
MYBL2,ATP6V0A1,0
KDM5B,SERPINH1,0
TCF7L2,KIT,0
ZFP42,TGIF1,0
XBP1,GFPT2,0
CREB3,KRTCAP2,0
SOX2,ZC3H7A,0
TFCP2L1,GM23566,0
CREB3L2,ANP32A,0
TFCP2L1,GM49450,0
FOXQ1,OBSL1,0
KLF4,SPP1,0
SOX17,HIST1H2AP,0
ZFP42,SNORA17,0
KDM5B,WDFY1,0
ZFP57,ZFYVE21,0
BNC2,B2M,0
ESRRB,CDC20,0
NR0B1,FGF4,0
TCF7L2,EIF4A2,0
PLSCR1,HKDC1,0
ETS1,FLNA,0
ZFP57,ESRRB,0
ZFP57,COTL1,0
MYCN,TENM4,0
ZFPM1,RPL23A-PS3,0
TFCP2L1,PLA2G1B,0
TFCP2L1,HIRIP3,0
HNF1B,MIR669D,0
ETS1,CCN2,0
FOXQ1,ARHGAP29,0
NR0B1,TAX1BP3,0
SOX17,GM8818,0
MSC,GM10925,0
SOX7,TINAGL1,0
ETV5,LDHB,0
TFCP2L1,CSRP1,0
TGIF1,GM37746,0
ESRRB,SOX17,0
NFXL1,ZFP42,0
SOX7,GM22072,0
PLSCR1,GFPT2,0
TGIF1,MFSD1,0
SOX2,NUP210,0
FOXH1,ZC3H7A,0
RBPJ,FXYD6,0
ZFP42,SLC6A6,0
NR0B1,DKK1,0
TFEB,GM25316,0
POU5F1,IL33,0
KLF4,SNORA73B,0
RBPJ,TPX2,0
RBPJ,MIR1949,0
ZFP42,BMPER,0
BHLHE40,TMEM9,0
HMGA1,SNORA81,0
TFEB,MT-TP,0
GATA4,RPL22L1,0
ZBTB10,AMPD2,0
KLF2,FN1,0
ZFPM1,GM17035,0
GATA6,RPL23A-PS3,0
ZBTB10,CDIPT,0
RBPJ,LY6E,0
MSC,CSTB,0
SOX17,DDX21,0
TCF7L2,TAGLN2,0
FOXH1,VANGL1,0
GLMP,TCEA3,0
PEG3,FXYD6,0
FOXH1,GM3470,0
KLF6,GM44206,0
KDM5B,CD63,0
FOXH1,GM27624,0
GATA6,BEX1,0
KLF2,GM25535,0
HNF1B,LAD1,0
RBPJ,GM23542,0
HMGA1,ADAM19,0
PLSCR1,GM43590,0
EGR1,SELENOW,0
KLF4,SLC25A5,0
MYCN,PNP,0
ETS1,GM6594,0
PLSCR1,MIR466B-6,0
PLSCR1,CMKLR1,0
GLMP,RPP25,0
ETV5,FXYD3,0
SOX7,TRH,0
KLF2,CSTB,0
ZFP57,CDH1,0
EPAS1,NEDD4,0
MYCN,HIST1H2BG,0
XBP1,GM43940,0
TET1,TMEM9,0
HNF1B,GM24564,0
KLF6,LEFTY2,0
KDM5B,HIST1H2BF,0
HMGA1,KRT19,0
SOX2,GM10052,0
RBPJ,SNORD34,0
GLMP,ADAM15,0
NFXL1,MYO6,0
POU5F1,AKR1B8,0
GLMP,GM27798,0
ETS1,TRH,0
ETV5,MIR1192,0
KLF3,ATP6V0B,0
BNC2,MIR669D,0
BHLHE40,HIP1,0
NR0B1,GM12350,0
GATA6,UBALD2,0
GATA4,BNC2,0
KLF4,OAT,0
KLF6,LRP2,0
MYCN,PCOLCE,0
FOXQ1,NIPSNAP1,0
EPAS1,HIST1H2BF,0
KDM5B,MIR8091,0
TGIF1,CMKLR1,0
FOXH1,GM25943,0
KLF4,GLIPR2,0
NR0B1,CERS4,0
CREB3,RIAN,0
EGR1,BEND5,0
GATA4,GM44380,0
NANOG,MIR669E,0
TFCP2L1,ZBTB10,0
CREB3L2,GM10182,0
ESRRB,GM27415,0
XBP1,ADAM15,0
EPAS1,TIMP3,0
KDM5B,DNAJC3,0
GLMP,D230025D16RIK,0
TET2,GM27415,0
EGR1,GM24330,0
ELF3,RLIM,0
XBP1,GM25117,0
GATA4,GM12112,0
CREB3,PLEKHA7,0
SOX17,PDCD6IP,0
HNF1B,CRELD2,0
